Value,Error,Energy
0.6009156273748377,0.002480614737541133,0.1 - 1
3.6339263202760894,0.004184040267832372,1 - 3.5
1.3979849839038183,0.006940225744134203,3.5 - 10
0.008527435485584219,0.0125,10 - 20
