Value,Error,Energy
0.3347522973359183,0.0029594137722270164,0.1 - 1
1.784642477215546,0.005176393045228747,1 - 3.5
0.586268148451972,0.0074737482346140865,3.5 - 10
0.0023183834265762767,0.04685483514638317,10 - 20
