Value,Error,Energy
1.1939873704094321,0.001813194816462673,0.1 - 1
3.469592092893464,0.004301834399853645,1 - 3.5
0.7050656498316888,0.008894834761346115,3.5 - 10
0.002919439397177992,0.04103203748731014,10 - 20
