Cells,Value,Error
3.43,0.000198952,0.0016
10.32,5.36403e-05,0.0026
17.15,1.68008e-05,0.0035
23.95,5.58261e-06,0.0044
30.8,2.00397e-06,0.0052
41.85,4.19248e-07,0.0078
46.85,2.05309e-07,0.0081
53.8,7.27999e-08,0.0097
60.55,2.56777e-08,0.0107
67.4,9.69286e-09,0.0135
74.4,3.57849e-09,0.0154
81.1,1.31384e-09,0.017
87.75,5.53497e-10,0.0181
92.15,3.2722e-10,0.0171
