Energy,Value,Error,Offset
4.0,0.0004272955070368139,0.0015,on-axis
5.0,0.043152266526587345,0.0016,on-axis
6.0,0.042358512815507475,0.0017,on-axis
7.0,0.044233603170877905,0.0017,on-axis
8.0,0.035540631358085994,0.0019,on-axis
9.0,0.03449724298033737,0.0019,on-axis
10.0,0.034778113766072996,0.002,on-axis
11.0,0.03540461267545397,0.0021,on-axis
12.0,0.031733091643051256,0.0022,on-axis
13.0,0.03545157432171898,0.0021,on-axis
14.0,0.03730678251814978,0.0021,on-axis
15.0,0.03843266619945644,0.0021,on-axis
16.0,0.04182757758340529,0.0022,on-axis
17.0,0.04743666704771733,0.0021,on-axis
18.0,0.05020975578566859,0.0021,on-axis
19.0,0.05243694670061853,0.0022,on-axis
20.0,0.05257587823515864,0.0023,on-axis
21.0,0.05385163269538934,0.0024,on-axis
22.0,0.05589937932113479,0.0024,on-axis
23.0,0.05755137371489866,0.0024,on-axis
24.0,0.059620840899333255,0.0024,on-axis
25.0,0.06354393092461234,0.0024,on-axis
26.0,0.06923841464552273,0.0024,on-axis
27.0,0.07526219701352262,0.0024,on-axis
28.0,0.08092798054697874,0.0024,on-axis
29.0,0.08932579386749886,0.0024,on-axis
30.0,0.09724304160286602,0.0024,on-axis
31.0,0.10315944731571602,0.0025,on-axis
32.0,0.11065209556596728,0.0025,on-axis
33.0,0.11059559826967974,0.0025,on-axis
34.0,0.10543542978357981,0.0026,on-axis
35.0,0.11144099666435622,0.0026,on-axis
36.0,0.1385555020035202,0.0025,on-axis
37.0,0.1956325066478299,0.0023,on-axis
38.0,0.29930463653680534,0.0021,on-axis
39.0,0.42753386125643156,0.002,on-axis
40.0,0.4652693474612605,0.002,on-axis
41.0,0.3163355020215991,0.0026,on-axis
42.0,0.10764579096301412,0.0044,on-axis
43.0,0.014854509613918003,0.0108,on-axis
44.0,0.0013228680872192776,0.0417,on-axis
