Energy,Value,Error,Offset
5.0,0.049312188209882805,0.0013,20 cm
6.0,4.6748668395983195,0.0013,20 cm
7.0,4.2665462178759785,0.0013,20 cm
8.0,4.050530660762918,0.0013,20 cm
9.0,3.978866713600458,0.0013,20 cm
10.0,4.0243538801293255,0.0014,20 cm
11.0,4.269627870133702,0.0014,20 cm
12.0,4.376554114818643,0.0015,20 cm
13.0,4.601068738230117,0.0015,20 cm
14.0,4.952800479260806,0.0015,20 cm
15.0,5.401340630828503,0.0016,20 cm
16.0,5.764665713472861,0.0016,20 cm
17.0,6.130512469427826,0.0017,20 cm
18.0,6.61152006523804,0.0017,20 cm
19.0,6.921273022879194,0.0018,20 cm
20.0,7.022262935161049,0.0018,20 cm
21.0,7.2184426102147246,0.0018,20 cm
22.0,7.744515883820369,0.0018,20 cm
23.0,8.107912468615519,0.0019,20 cm
24.0,8.335742812635122,0.0019,20 cm
25.0,8.618907628960224,0.002,20 cm
26.0,8.847136426201613,0.0021,20 cm
27.0,8.93394461630654,0.0022,20 cm
28.0,8.937065004070124,0.0023,20 cm
29.0,9.138328273905769,0.0025,20 cm
30.0,9.099288520804839,0.0026,20 cm
31.0,8.9096242324054,0.0027,20 cm
32.0,8.527971676736739,0.0028,20 cm
33.0,8.376441542895632,0.003,20 cm
34.0,8.622393653500673,0.003,20 cm
35.0,10.075433496714092,0.0027,20 cm
36.0,11.281828406539402,0.0026,20 cm
37.0,10.079610941047667,0.0027,20 cm
38.0,13.094336456541468,0.003,20 cm
39.0,39.841794834305254,0.0028,20 cm
40.0,84.626204659167,0.0023,20 cm
41.0,89.54783508255498,0.0024,20 cm
42.0,39.03757595097032,0.0037,20 cm
43.0,6.2219254207764205,0.0086,20 cm
44.0,0.4166511845258777,0.0367,20 cm
5.0,0.007037506282523824,0.0014,40 cm
6.0,0.6797331164742954,0.0014,40 cm
7.0,0.630465594500833,0.0014,40 cm
8.0,0.6013102868310408,0.0014,40 cm
9.0,0.5959839599039538,0.0014,40 cm
10.0,0.5994351831487891,0.0014,40 cm
11.0,0.6379559888023723,0.0014,40 cm
12.0,0.6429963751368751,0.0015,40 cm
13.0,0.6695450660987398,0.0015,40 cm
14.0,0.7152698752847724,0.0015,40 cm
15.0,0.7756902828739582,0.0015,40 cm
16.0,0.8211824359444025,0.0015,40 cm
17.0,0.8700771801878757,0.0015,40 cm
18.0,0.9359654407101387,0.0015,40 cm
19.0,0.9748068933769185,0.0016,40 cm
20.0,0.9936386541077837,0.0016,40 cm
21.0,1.0307138919509276,0.0017,40 cm
22.0,1.1013968783271229,0.0017,40 cm
23.0,1.145709349968858,0.0018,40 cm
24.0,1.1703512985306133,0.0018,40 cm
25.0,1.204032301155988,0.0018,40 cm
26.0,1.227435610664626,0.0019,40 cm
27.0,1.2352701338787635,0.0019,40 cm
28.0,1.232345427419583,0.002,40 cm
29.0,1.2470576836481773,0.0021,40 cm
30.0,1.235002468339333,0.0022,40 cm
31.0,1.207944922844419,0.0023,40 cm
32.0,1.1666462553203318,0.0023,40 cm
33.0,1.1666709418815797,0.0024,40 cm
34.0,1.2409689388035072,0.0024,40 cm
35.0,1.4758480579795556,0.0022,40 cm
36.0,1.58282257427463,0.0022,40 cm
37.0,1.433962444369307,0.0023,40 cm
38.0,2.1421467944255386,0.0026,40 cm
39.0,5.2491413590193226,0.0023,40 cm
40.0,8.714380018084691,0.0021,40 cm
41.0,7.396584680197779,0.0025,40 cm
42.0,2.449215631155046,0.0044,40 cm
43.0,0.2285786783950373,0.0124,40 cm
44.0,0.02049781971915048,0.0464,40 cm
