Energy,Value,Error,Offset
6.0,3.581803347310917,0.0017,on-axis
7.0,474.1970653772892,0.0019,on-axis
8.0,470.6061905360487,0.0021,on-axis
9.0,479.4400117580899,0.0022,on-axis
10.0,502.25266713630776,0.0023,on-axis
11.0,549.5708864209187,0.0023,on-axis
12.0,583.1582231602603,0.0024,on-axis
13.0,623.3734646197724,0.0024,on-axis
14.0,683.3434855693417,0.0024,on-axis
15.0,754.1228373113914,0.0024,on-axis
16.0,819.2827952671911,0.0024,on-axis
17.0,892.8995905971217,0.0024,on-axis
18.0,970.0636577365499,0.0024,on-axis
19.0,1035.087409435024,0.0024,on-axis
20.0,1100.8437004136933,0.0024,on-axis
21.0,1149.25007846418,0.0025,on-axis
22.0,1243.8624366368017,0.0025,on-axis
23.0,1321.9453313321737,0.0024,on-axis
24.0,1401.7114772932146,0.0024,on-axis
25.0,1484.579592746982,0.0024,on-axis
26.0,1563.8879323862668,0.0024,on-axis
27.0,1660.944759899543,0.0024,on-axis
28.0,1740.1182133947875,0.0024,on-axis
29.0,1821.4219454770187,0.0024,on-axis
30.0,1883.571601998554,0.0024,on-axis
31.0,1952.3435776271936,0.0024,on-axis
32.0,2031.4281663126083,0.0024,on-axis
33.0,2113.2854976796866,0.0024,on-axis
34.0,2161.1489511616246,0.0024,on-axis
35.0,2214.4930864834137,0.0024,on-axis
36.0,2295.1539661487036,0.0024,on-axis
37.0,2352.9457547343613,0.0024,on-axis
38.0,2393.4793990526896,0.0024,on-axis
39.0,2412.6439454135884,0.0024,on-axis
40.0,2441.5699826129335,0.0025,on-axis
41.0,2511.2976511922534,0.0025,on-axis
42.0,2579.7766132397937,0.0025,on-axis
43.0,2616.523523779275,0.0025,on-axis
44.0,2691.191672452311,0.0025,on-axis
46.0,2799.8664800225824,0.0018,on-axis
48.0,2984.425534266707,0.0017,on-axis
50.0,3059.1351909088276,0.0018,on-axis
52.0,3034.79948298803,0.0018,on-axis
54.0,2929.01535064139,0.0019,on-axis
56.0,2739.3360848977877,0.002,on-axis
58.0,2360.503977778478,0.0022,on-axis
60.0,2192.7344421029616,0.0023,on-axis
62.0,2307.453761139246,0.0022,on-axis
64.0,13662.008933475052,0.001,on-axis
66.0,43779.57049989994,0.0005,on-axis
68.0,14378.405180344213,0.001,on-axis
70.0,378.73518015703974,0.0062,on-axis
