Energy,Value,Error,Offset
6.0,0.42805491057091954,0.0013,on-axis
7.0,53.60923486851013,0.0013,on-axis
8.0,50.85845258197973,0.0013,on-axis
9.0,49.79825802003868,0.0014,on-axis
10.0,50.348178033105114,0.0014,on-axis
11.0,53.45431107631604,0.0014,on-axis
12.0,54.97028280071994,0.0015,on-axis
13.0,57.99254091868626,0.0015,on-axis
14.0,62.58044668095923,0.0015,on-axis
15.0,68.07674327467737,0.0016,on-axis
16.0,73.13322209442912,0.0017,on-axis
17.0,79.03867861656519,0.0018,on-axis
18.0,85.38427979589972,0.0019,on-axis
19.0,91.03408468868209,0.002,on-axis
20.0,96.01391485580477,0.0021,on-axis
21.0,99.00028176224576,0.0021,on-axis
22.0,106.03263848218084,0.0022,on-axis
23.0,111.64011757896229,0.0022,on-axis
24.0,116.75998638289803,0.0023,on-axis
25.0,123.55202285614509,0.0024,on-axis
26.0,129.83292731315302,0.0024,on-axis
27.0,135.67370167867105,0.0025,on-axis
28.0,141.37236868693023,0.0025,on-axis
29.0,148.71740441987953,0.0026,on-axis
30.0,154.52095084360786,0.0026,on-axis
31.0,159.26588039805821,0.0027,on-axis
32.0,165.05968049699175,0.0028,on-axis
33.0,171.3141321723929,0.0028,on-axis
34.0,176.9301751895412,0.0029,on-axis
35.0,182.2434939228871,0.003,on-axis
36.0,188.5109933310961,0.003,on-axis
37.0,192.9893419985703,0.0031,on-axis
38.0,196.61322260312076,0.0032,on-axis
39.0,200.20029343308852,0.0033,on-axis
40.0,205.9025016397459,0.0034,on-axis
41.0,210.369801129329,0.0035,on-axis
42.0,216.0995478281292,0.0036,on-axis
43.0,220.91458201593258,0.0037,on-axis
44.0,230.5937840099935,0.0038,on-axis
46.0,240.95107551545385,0.0031,on-axis
48.0,257.9487655121147,0.0033,on-axis
50.0,268.1299659321882,0.0035,on-axis
52.0,269.3372748913469,0.0038,on-axis
54.0,263.1299337015152,0.0042,on-axis
56.0,253.63892026273416,0.0046,on-axis
58.0,235.26102877864867,0.0048,on-axis
60.0,253.5842631110838,0.0043,on-axis
62.0,294.73962247894946,0.0037,on-axis
64.0,1452.339857940711,0.0029,on-axis
66.0,4136.0786358100795,0.002,on-axis
68.0,1210.2818677946186,0.0037,on-axis
70.0,33.38962548739695,0.0229,on-axis
