Energy,Value,Error,Offset
6.0,0.03577640980413439,0.0015,on-axis
7.0,4.976202510813429,0.0016,on-axis
8.0,4.199948708518198,0.0017,on-axis
9.0,4.066629776781788,0.0018,on-axis
10.0,4.074087881213922,0.0019,on-axis
11.0,4.142506087078894,0.0019,on-axis
12.0,3.848967934847359,0.002,on-axis
13.0,4.181992460390877,0.002,on-axis
14.0,4.359517479844772,0.002,on-axis
15.0,4.497102284816204,0.002,on-axis
16.0,4.773521217557823,0.0021,on-axis
17.0,5.211133538392744,0.0021,on-axis
18.0,5.4727025994093115,0.0021,on-axis
19.0,5.732049709948394,0.0021,on-axis
20.0,5.847314031613384,0.0022,on-axis
21.0,6.0417300293628315,0.0023,on-axis
22.0,6.306511208047564,0.0023,on-axis
23.0,6.487864222266552,0.0023,on-axis
24.0,6.7197742250619585,0.0023,on-axis
25.0,7.083852795495212,0.0023,on-axis
26.0,7.577016737013037,0.0024,on-axis
27.0,8.03782097860601,0.0024,on-axis
28.0,8.488369456914823,0.0024,on-axis
29.0,9.012000736958118,0.0024,on-axis
30.0,9.387829885919315,0.0024,on-axis
31.0,9.552842102591994,0.0026,on-axis
32.0,9.969700076007182,0.0026,on-axis
33.0,10.491277168259906,0.0026,on-axis
34.0,10.962764344667598,0.0027,on-axis
35.0,11.355052395076823,0.0027,on-axis
36.0,11.75547358328609,0.0027,on-axis
37.0,12.133994423200722,0.0028,on-axis
38.0,12.525907644805281,0.0028,on-axis
39.0,12.903781465201904,0.0029,on-axis
40.0,13.331367399951791,0.0029,on-axis
41.0,13.716207580726703,0.003,on-axis
42.0,14.209576391052986,0.0031,on-axis
43.0,14.562675579120889,0.0031,on-axis
44.0,15.185094206321676,0.0032,on-axis
46.0,15.91981867698359,0.0027,on-axis
48.0,17.071747710174765,0.0028,on-axis
50.0,18.226204004579554,0.003,on-axis
52.0,19.102890788137472,0.0032,on-axis
54.0,19.84850265054557,0.0033,on-axis
56.0,21.228045357369375,0.0033,on-axis
58.0,22.698262826358164,0.0032,on-axis
60.0,21.610898728436272,0.0032,on-axis
62.0,28.847090913122514,0.0029,on-axis
64.0,117.12259706383996,0.0024,on-axis
66.0,229.18394085852515,0.002,on-axis
68.0,59.33347356906913,0.004,on-axis
70.0,1.691161281289645,0.0235,on-axis
