Energy,Value,Error,Offset
6.0,0.00108297291994319,0.0019,on-axis
7.0,0.13289659197712766,0.002,on-axis
8.0,0.1241812855695085,0.002,on-axis
9.0,0.12004699930854333,0.0021,on-axis
10.0,0.11913191504077109,0.0022,on-axis
11.0,0.12483241584924706,0.0023,on-axis
12.0,0.12671331475783973,0.0024,on-axis
13.0,0.13175966064285005,0.0024,on-axis
14.0,0.14046531968797382,0.0024,on-axis
15.0,0.15101994996643378,0.0024,on-axis
16.0,0.16078459526335714,0.0025,on-axis
17.0,0.17055776498381242,0.0025,on-axis
18.0,0.18259953870002948,0.0026,on-axis
19.0,0.19036117925406193,0.0026,on-axis
20.0,0.19649741979618876,0.0027,on-axis
21.0,0.20244141761236828,0.0028,on-axis
22.0,0.21229249098945913,0.0029,on-axis
23.0,0.22253043361862931,0.0029,on-axis
24.0,0.2302208357337183,0.0029,on-axis
25.0,0.23986113650428237,0.0029,on-axis
26.0,0.24951535077279077,0.0029,on-axis
27.0,0.25953775506274934,0.0029,on-axis
28.0,0.26729336534217896,0.0029,on-axis
29.0,0.2791590641983726,0.0029,on-axis
30.0,0.28842249149952703,0.003,on-axis
31.0,0.29618854766090225,0.003,on-axis
32.0,0.30549598928110344,0.003,on-axis
33.0,0.316535748218332,0.003,on-axis
34.0,0.3240686678737061,0.0031,on-axis
35.0,0.33610617013100225,0.0031,on-axis
36.0,0.3447084736297026,0.0031,on-axis
37.0,0.35110365570449337,0.0031,on-axis
38.0,0.35883385850287625,0.0031,on-axis
39.0,0.3671399969935829,0.0032,on-axis
40.0,0.37704370006769294,0.0032,on-axis
41.0,0.3871036312993167,0.0032,on-axis
42.0,0.3983960764023099,0.0032,on-axis
43.0,0.4111795782017094,0.0032,on-axis
44.0,0.42367264528126575,0.0032,on-axis
46.0,0.4437124392665007,0.0026,on-axis
48.0,0.4614585979737276,0.0027,on-axis
50.0,0.4696242852731673,0.0028,on-axis
52.0,0.4644612128496177,0.0029,on-axis
54.0,0.46493501614440075,0.0031,on-axis
56.0,0.47376178448749817,0.0033,on-axis
58.0,0.5561033356668622,0.0031,on-axis
60.0,0.737290736398059,0.0029,on-axis
62.0,0.9590658714371016,0.0028,on-axis
64.0,3.0851028608948785,0.0024,on-axis
66.0,5.0788617439349615,0.0022,on-axis
68.0,0.9094139119081044,0.0053,on-axis
70.0,0.026512808016784607,0.0338,on-axis
