Energy,Value,Error,Offset
5 - 10,2121.9516541846397,0.00107779698885543,on-axis
10 - 20,10152.544028396325,0.0007257819713843358,on-axis
20 - 30,19687.457570562085,0.0007109551470399997,on-axis
30 - 40,31495.148838864163,0.000696219393329444,on-axis
40 - 50,27013.40702554401,0.0007708767844612167,on-axis
50 - 60,20666.86971251802,0.0007755269960449387,on-axis
60 - 70,102834.63352504396,0.00038037440047833474,on-axis
5 - 10,286.346209335385,0.002802244019176134,20 cm
10 - 20,1017.2007265995762,0.0021574365396852604,20 cm
20 - 30,1426.5242998574804,0.00247320626214255,20 cm
30 - 40,1742.8041556502108,0.0027833540211954265,20 cm
40 - 50,1204.9403980111929,0.0035008017422970958,20 cm
50 - 60,745.1891696930613,0.003834289582100582,20 cm
60 - 70,1608.9356016075126,0.002846910396701905,20 cm
5 - 10,43.04072626495474,0.0070139151421916525,40 cm
10 - 20,148.59802955510287,0.0054915724393823,40 cm
20 - 30,189.2503789329879,0.006660474668669338,40 cm
30 - 40,197.387779272115,0.0080696791711205,40 cm
40 - 50,123.14316517807134,0.010695138697092295,40 cm
50 - 60,74.44229041355933,0.011815500736984553,40 cm
60 - 70,117.19043367566883,0.01020058047188977,40 cm
