Energy,Value,Error,Offset
5 - 10,2700.5578038251556,0.0007082754907185275,on-axis
10 - 20,9814.01073256184,0.0005804532624660161,on-axis
20 - 30,16062.582022868957,0.00061149282179826,on-axis
30 - 40,21070.385774418915,0.000663040805137771,on-axis
40 - 50,59993.697657662284,0.0004430263596958583,on-axis
5 - 10,348.8748301512336,0.001792792166518425,20 cm
10 - 20,745.9868236184959,0.001921504825545954,20 cm
20 - 30,932.8391016716296,0.002337133517154446,20 cm
30 - 40,1415.1327121900026,0.0024393743248414717,20 cm
40 - 50,1177.475852251857,0.0028867234829396023,20 cm
5 - 10,52.4235672208662,0.004458367378550982,40 cm
10 - 20,98.74352014222706,0.00512047031367543,40 cm
20 - 30,107.61488070361557,0.006711798703406242,40 cm
30 - 40,167.78497289864114,0.006937688869945434,40 cm
40 - 50,48.86547753195447,0.013681473026059557,40 cm
