Energy,Value,Error,Offset
5.0,0.4490590741916255,0.0043,20 cm
6.0,45.18165676541186,0.005,20 cm
7.0,42.49582296582019,0.0056,20 cm
8.0,39.36407684131867,0.0062,20 cm
9.0,37.36361501870912,0.0068,20 cm
10.0,36.018711338929414,0.0073,20 cm
11.0,36.5478273900175,0.0077,20 cm
12.0,36.4779883943026,0.008,20 cm
13.0,37.020361830909096,0.0083,20 cm
14.0,39.459047589836665,0.0085,20 cm
15.0,41.62067671792862,0.0086,20 cm
16.0,42.337195706353775,0.0089,20 cm
17.0,44.40440070951867,0.009,20 cm
18.0,47.28280262583349,0.0091,20 cm
19.0,48.49241256349526,0.0092,20 cm
20.0,50.473654127943334,0.0094,20 cm
21.0,55.42879484087379,0.0094,20 cm
22.0,57.83510523977479,0.0094,20 cm
23.0,61.56808733149555,0.0094,20 cm
24.0,62.27828978707625,0.0095,20 cm
25.0,62.18608448297176,0.0097,20 cm
26.0,60.64499619637854,0.01,20 cm
27.0,61.036035538613866,0.0102,20 cm
28.0,58.54214779479866,0.0106,20 cm
29.0,57.58660577226245,0.0109,20 cm
30.0,55.93873749915556,0.0113,20 cm
31.0,50.76544661390647,0.012,20 cm
32.0,48.22244946328724,0.0125,20 cm
33.0,45.551330696203706,0.0131,20 cm
34.0,42.30065851983904,0.0138,20 cm
35.0,48.89860101593974,0.013,20 cm
36.0,54.1243356322398,0.0126,20 cm
37.0,45.72689442305814,0.0138,20 cm
38.0,59.08824810064322,0.0125,20 cm
39.0,179.66862785730734,0.0072,20 cm
40.0,345.9829541892199,0.0052,20 cm
41.0,326.82892385177985,0.0054,20 cm
42.0,118.17798130473076,0.0089,20 cm
43.0,13.42899788693393,0.0259,20 cm
44.0,0.9710686314433414,0.0991,20 cm
5.0,0.03313900661865792,0.0154,40 cm
6.0,3.402965677290511,0.0178,40 cm
7.0,3.2114941079387958,0.0201,40 cm
8.0,2.9985458260432156,0.0221,40 cm
9.0,3.006748790489393,0.0236,40 cm
10.0,2.9050541190784696,0.0253,40 cm
11.0,3.1959964887840613,0.026,40 cm
12.0,2.7336884925789553,0.0288,40 cm
13.0,2.9478138216207532,0.0292,40 cm
14.0,3.2935862756263776,0.0292,40 cm
15.0,3.5983862484539992,0.029,40 cm
16.0,3.7238070498657927,0.0298,40 cm
17.0,3.8517683575338495,0.0301,40 cm
18.0,3.987339477931966,0.0308,40 cm
19.0,4.276287824081487,0.0309,40 cm
20.0,4.304129860171047,0.0319,40 cm
21.0,4.526281142098702,0.0329,40 cm
22.0,4.78376881354873,0.0327,40 cm
23.0,4.913685923070991,0.0327,40 cm
24.0,4.716208141005963,0.0342,40 cm
25.0,4.633629547575018,0.0356,40 cm
26.0,4.166012977923884,0.0382,40 cm
27.0,4.528233037022685,0.0378,40 cm
28.0,4.585752082714255,0.0385,40 cm
29.0,4.1440732574924555,0.0404,40 cm
30.0,3.942385920225393,0.0421,40 cm
31.0,4.049671165252351,0.0427,40 cm
32.0,3.3929265046601995,0.0475,40 cm
33.0,3.784293893972437,0.0459,40 cm
34.0,3.367672398077303,0.0479,40 cm
35.0,4.090482075743781,0.0447,40 cm
36.0,4.149427088769426,0.0457,40 cm
37.0,3.6613779520080674,0.0497,40 cm
38.0,6.244204933566431,0.0383,40 cm
39.0,12.429026159043254,0.0276,40 cm
40.0,16.56122837570221,0.0241,40 cm
41.0,10.543112805386793,0.0302,40 cm
42.0,2.757935792022528,0.0592,40 cm
43.0,0.15304181366093375,0.244,40 cm
44.0,0.019856222976851055,0.7928,40 cm
