Energy,Value,Error,Offset
5 - 10,143.79607915230653,0.004211891563372526,20 cm
10 - 20,557.587924293278,0.0030508886290924204,20 cm
20 - 30,877.1813844124252,0.0033507044429347613,20 cm
30 - 40,1171.143539228288,0.003481022281995772,20 cm
40 - 50,904.1087078000205,0.004101834940832395,20 cm
50 - 60,546.6481018387219,0.00454040793354324,20 cm
60 - 70,1548.4959753633643,0.0029729432065866515,20 cm
5 - 10,15.133383124225565,0.012763239269994463,40 cm
10 - 20,60.7393498967089,0.009124603365131448,40 cm
20 - 30,91.42452169479043,0.010236019541631228,40 cm
30 - 40,105.85421023070151,0.011412475910976851,40 cm
40 - 50,72.98023084283334,0.014267189317881061,40 cm
50 - 60,39.926894672011315,0.016574662999718968,40 cm
60 - 70,72.19419682240952,0.013585111283994004,40 cm
