Value,Error,Energy
0.0093517,0.0013,0.001 - 0.01
0.03604417,0.0007324270414714171,0.01 - 0.03
0.013063939000000002,0.0012363587669550421,0.03 - 0.06
0.038986969999999996,0.0007182954243382211,0.06 - 0.1
0.05921392,0.000576473084558635,0.1 - 0.15
0.0703947,0.0005276072493334262,0.15 - 0.2
0.25983030999999995,0.00027681420650491946,0.2 - 0.4
0.0717265,0.0005296656713366521,0.4 - 0.5
0.1656964,0.0003475413382305423,0.5 - 0.7
