Cells,Value,Error
9.501,133.986,0.0123
15.801,147.725,0.0145
22.101,123.826,0.0162
28.401,75.9126,0.022
9.502,124.864,0.0113
15.802,132.037,0.0135
22.102,109.542,0.0153
28.402,66.8926,0.0196
9.503,121.27,0.0117
15.803,123.84,0.0129
22.103,102.43,0.0151
28.403,63.996,0.0194
9.504,118.218,0.0107
15.804,118.15,0.0129
22.104,97.092,0.015
28.404,60.6252,0.0193
9.505,117.582,0.0111
15.805,116.255,0.0127
22.105,95.7609,0.0147
28.405,61.1996,0.0199
9.506,116.734,0.0112
15.806,116.168,0.0123
22.106,97.4657,0.0158
28.406,59.8255,0.0196
9.507,116.606,0.0111
15.807,119.97,0.0129
22.107,97.2004,0.015
28.407,59.0087,0.0188
9.508,119.482,0.0116
15.808,124.758,0.014
22.108,102.121,0.0161
28.408,62.7829,0.0197
9.509,122.41,0.0117
15.809,130.259,0.0136
22.109,107.894,0.0162
28.409,65.534,0.0206
9.51,127.235,0.012
15.81,142.392,0.0141
22.11,117.111,0.0165
28.41,71.3546,0.0204
9.511,137.45,0.013
15.811,157.597,0.0142
22.111,132.38,0.017
28.411,80.2309,0.0208
9.512,158.789,0.0157
15.812,190.047,0.0153
22.112,161.66,0.0176
28.412,97.4322,0.0223
