Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,1.05898e-16,0.4722
6.70955,2.96249e-13,0.072
6.7489,3.5088e-11,0.0076
6.78825,3.46154e-10,0.003
6.8276,7.24797e-10,0.0026
6.86695,5.02713e-10,0.0053
6.9063,2.77492e-10,0.0109
6.94565,1.76931e-10,0.0117
6.985,1.28771e-10,0.0161
7.02435,1.06037e-10,0.0188
7.0637,9.51346e-11,0.0586
7.10305,7.60158e-11,0.0213
7.1424,6.1726e-11,0.0172
7.18175,5.4844e-11,0.0275
7.2211,4.39612e-11,0.0183
7.26045,4.0403e-11,0.0265
7.2998,3.39081e-11,0.0238
7.33915,3.06337e-11,0.0272
7.3785,2.91841e-11,0.0423
7.41785,2.99678e-11,0.0834
7.4572,2.47453e-11,0.059
7.49655,2.50592e-11,0.1231
7.5359,2.14122e-11,0.0658
7.57525,2.0858e-11,0.08
7.6146,2.06896e-11,0.0866
7.81135,1.01219e-10,0.0635
8.0081,1.08861e-10,0.0638
8.20485,1.07056e-10,0.054
8.4016,1.19824e-10,0.0636
8.59835,1.11199e-10,0.066
8.7951,9.17027e-11,0.0505
8.99185,8.66815e-11,0.0573
9.1886,7.77728e-11,0.0484
9.38535,7.01843e-11,0.0392
9.5821,6.85614e-11,0.0498
9.77885,6.319e-11,0.0417
9.9756,6.56078e-11,0.0767
10.1723,6.14629e-11,0.0417
10.3691,6.1209e-11,0.0531
10.5659,6.84467e-11,0.0615
10.7626,6.21345e-11,0.0506
10.9593,6.1288e-11,0.0408
11.1561,6.41139e-11,0.0373
11.3529,6.72236e-11,0.0438
11.5496,7.23073e-11,0.0626
11.7463,6.60143e-11,0.0343
11.9431,7.17044e-11,0.0477
12.1399,7.11205e-11,0.0334
12.3366,7.03817e-11,0.0268
12.5333,7.40343e-11,0.0326
12.7301,7.36953e-11,0.0306
12.9269,7.87842e-11,0.0295
13.1236,7.74859e-11,0.0223
13.3204,8.66922e-11,0.0284
13.5171,9.47835e-11,0.0246
13.7138,9.83163e-11,0.0268
13.9106,1.02239e-10,0.0287
14.1073,1.03428e-10,0.0235
14.3041,1.07354e-10,0.0219
14.5009,1.10912e-10,0.0279
14.6976,1.10342e-10,0.0234
14.8944,1.14396e-10,0.0237
15.0911,1.14475e-10,0.0189
15.2879,1.17065e-10,0.0229
15.4846,1.17636e-10,0.0186
15.6813,1.22844e-10,0.0218
15.8781,1.32274e-10,0.0207
16.0749,1.36199e-10,0.0217
16.2716,1.40747e-10,0.0247
16.4683,1.51042e-10,0.0267
16.6651,1.53103e-10,0.0222
16.8619,1.5719e-10,0.0216
17.0586,1.58564e-10,0.0194
17.2553,1.58897e-10,0.0179
17.4521,1.57853e-10,0.0183
17.6489,1.6102e-10,0.0178
17.8456,1.72617e-10,0.0198
18.0423,1.79782e-10,0.0213
18.2391,1.74948e-10,0.0145
18.4359,1.86616e-10,0.027
18.6326,1.87369e-10,0.0158
18.8293,1.87542e-10,0.0162
19.0261,1.88565e-10,0.0158
19.2229,1.90636e-10,0.0193
19.4196,1.82029e-10,0.0132
19.6163,1.81952e-10,0.0178
19.8131,1.78756e-10,0.0204
20.0099,1.75834e-10,0.0188
20.2066,1.76996e-10,0.018
20.4033,1.71849e-10,0.0175
20.6001,1.66525e-10,0.0189
20.7969,1.6527e-10,0.0161
20.9936,1.60007e-10,0.0167
21.1903,1.59154e-10,0.0161
21.3871,1.56775e-10,0.0166
21.5839,1.56436e-10,0.0169
21.7806,1.58548e-10,0.0164
21.9773,1.56758e-10,0.017
22.1741,1.57361e-10,0.0221
22.3709,1.56002e-10,0.0146
22.5676,1.55937e-10,0.0135
22.7643,1.56008e-10,0.0188
22.9611,1.52382e-10,0.0158
23.1578,1.4838e-10,0.0126
23.3546,1.44853e-10,0.0165
23.5513,1.39386e-10,0.0173
23.7481,1.304e-10,0.0132
23.9449,1.27183e-10,0.0154
24.1416,1.2809e-10,0.0259
24.3383,1.16178e-10,0.0174
24.5351,1.1452e-10,0.0198
24.7318,1.05052e-10,0.0178
24.9286,1.03815e-10,0.0175
25.1254,9.71034e-11,0.0227
25.3221,9.50377e-11,0.0272
25.5189,9.31025e-11,0.0241
25.7156,8.03306e-11,0.0204
25.9124,7.61697e-11,0.0247
26.1091,7.32354e-11,0.0266
26.3058,6.84636e-11,0.0484
26.5026,6.33858e-11,0.0349
26.6993,5.96221e-11,0.0344
26.8961,5.54416e-11,0.11
27.0929,4.80732e-11,0.0329
27.2896,4.40342e-11,0.0319
27.4863,4.04344e-11,0.0358
total,1.47324e-08,0.0032
