Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,7.0474e-17,0.5146
6.70955,2.74788e-13,0.0861
6.7489,3.48043e-11,0.0077
6.78825,3.46482e-10,0.003
6.8276,6.48873e-10,0.0027
6.86695,3.49791e-10,0.0072
6.9063,2.16917e-10,0.0135
6.94565,1.62979e-10,0.0148
6.985,1.26782e-10,0.0341
7.02435,9.96416e-11,0.0163
7.0637,8.32975e-11,0.0141
7.10305,6.95413e-11,0.0149
7.1424,5.93598e-11,0.0195
7.18175,5.21968e-11,0.0263
7.2211,4.59168e-11,0.0439
7.26045,3.69046e-11,0.0228
7.2998,3.27626e-11,0.0301
7.33915,2.92037e-11,0.0263
7.3785,2.69521e-11,0.0375
7.41785,2.52421e-11,0.0522
7.4572,2.45381e-11,0.08
7.49655,2.41254e-11,0.1258
7.5359,1.85608e-11,0.0544
7.57525,1.77692e-11,0.0587
7.6146,1.89816e-11,0.093
7.81135,9.05304e-11,0.0624
8.0081,1.00349e-10,0.0777
8.20485,1.01348e-10,0.0628
8.4016,1.01493e-10,0.0572
8.59835,9.69994e-11,0.0504
8.7951,8.71535e-11,0.0805
8.99185,7.65533e-11,0.0515
9.1886,7.42661e-11,0.0567
9.38535,6.69302e-11,0.0466
9.5821,5.82686e-11,0.044
9.77885,5.62615e-11,0.0416
9.9756,5.00577e-11,0.0317
10.1723,5.41354e-11,0.0411
10.3691,6.11142e-11,0.066
10.5659,5.78645e-11,0.0516
10.7626,5.46948e-11,0.0538
10.9593,5.66151e-11,0.0411
11.1561,6.22819e-11,0.0491
11.3529,5.81173e-11,0.0552
11.5496,6.03964e-11,0.0458
11.7463,5.90707e-11,0.0302
11.9431,6.77889e-11,0.0507
12.1399,6.34588e-11,0.0293
12.3366,6.33026e-11,0.0321
12.5333,6.8501e-11,0.0328
12.7301,6.79622e-11,0.0319
12.9269,7.20351e-11,0.0319
13.1236,7.67274e-11,0.0382
13.3204,7.94528e-11,0.0279
13.5171,8.86942e-11,0.0349
13.7138,9.62643e-11,0.0295
13.9106,9.54482e-11,0.0302
14.1073,9.77874e-11,0.0289
14.3041,1.01478e-10,0.0242
14.5009,1.02254e-10,0.0293
14.6976,1.02391e-10,0.0216
14.8944,1.07461e-10,0.0226
15.0911,1.04987e-10,0.0181
15.2879,1.10432e-10,0.0219
15.4846,1.06433e-10,0.0158
15.6813,1.10659e-10,0.019
15.8781,1.25182e-10,0.0241
16.0749,1.31556e-10,0.0244
16.2716,1.32462e-10,0.0248
16.4683,1.39292e-10,0.0187
16.6651,1.45982e-10,0.0223
16.8619,1.56998e-10,0.0269
17.0586,1.49242e-10,0.0187
17.2553,1.54182e-10,0.0204
17.4521,1.49707e-10,0.0186
17.6489,1.58814e-10,0.0198
17.8456,1.60292e-10,0.0161
18.0423,1.71878e-10,0.0228
18.2391,1.70969e-10,0.0159
18.4359,1.81466e-10,0.0276
18.6326,1.77995e-10,0.0131
18.8293,1.8201e-10,0.0192
19.0261,1.8621e-10,0.0196
19.2229,1.81701e-10,0.02
19.4196,1.78691e-10,0.0167
19.6163,1.74421e-10,0.0149
19.8131,1.80451e-10,0.0229
20.0099,1.71034e-10,0.019
20.2066,1.71591e-10,0.0186
20.4033,1.62694e-10,0.0157
20.6001,1.62008e-10,0.0194
20.7969,1.60891e-10,0.0154
20.9936,1.53527e-10,0.0141
21.1903,1.593e-10,0.0206
21.3871,1.50746e-10,0.0145
21.5839,1.50888e-10,0.0153
21.7806,1.50906e-10,0.0158
21.9773,1.53744e-10,0.0177
22.1741,1.59243e-10,0.0258
22.3709,1.58219e-10,0.0204
22.5676,1.53919e-10,0.0152
22.7643,1.52419e-10,0.0149
22.9611,1.52851e-10,0.0172
23.1578,1.55862e-10,0.0579
23.3546,1.42789e-10,0.0159
23.5513,1.36327e-10,0.0148
23.7481,1.28669e-10,0.0162
23.9449,1.27362e-10,0.0178
24.1416,1.27223e-10,0.02
24.3383,1.15208e-10,0.0181
24.5351,1.1367e-10,0.0218
24.7318,1.03296e-10,0.0178
24.9286,1.04416e-10,0.0198
25.1254,9.61799e-11,0.0219
25.3221,9.16382e-11,0.0209
25.5189,8.88152e-11,0.0216
25.7156,7.95346e-11,0.0198
25.9124,7.64791e-11,0.0252
26.1091,7.16907e-11,0.0254
26.3058,6.69525e-11,0.0304
26.5026,6.25786e-11,0.0257
26.6993,5.66083e-11,0.0292
26.8961,5.48128e-11,0.112
27.0929,4.68685e-11,0.0316
27.2896,4.10086e-11,0.0295
27.4863,3.89625e-11,0.0346
total,1.38603e-08,0.0033
