Cor A,Value,Error
830.0,2.66377e-13,0.000314904
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,3.95019e-13,0.00014485
856.07,3.63172e-09,0.000313488
859.33,2.12287e-09,0.000263543
862.59,1.69329e-09,0.000246376
865.85,1.45455e-09,0.00024287
869.11,1.27714e-09,0.000246418
872.37,1.13424e-09,0.000254003
875.63,1.01253e-09,0.000264364
878.88,9.0646e-10,0.000277037
882.14,8.13135e-10,0.000291761
885.4,7.31139e-10,0.000309063
888.66,6.60444e-10,0.000330087
891.92,6.00882e-10,0.000355924
895.18,5.53659e-10,0.000389809
898.44,5.21904e-10,0.000436872
901.7,5.12919e-10,0.000506341
904.96,2.79751e-10,0.000605188
908.22,1.36881e-15,0.00148063
911.47,1.06688e-15,0.00147172
914.73,8.4133e-16,0.00147302
917.99,6.70184e-16,0.00147668
921.25,2.30996e-16,0.00183455
924.51,1.09323e-16,0.00244358
927.77,1.02709e-16,0.00245594
931.03,9.64838e-17,0.00246627
934.29,9.05317e-17,0.00246932
937.55,8.49721e-17,0.00246644
940.81,7.9914e-17,0.00249124
944.06,7.50568e-17,0.00249643
947.32,1.71428e-16,0.00275988
950.58,2.96337e-16,0.00282995
953.84,1.8937e-16,0.00301231
957.1,7.54584e-17,0.00266524
960.36,4.10127e-17,0.00298793
963.62,2.35647e-17,0.00384118
966.88,1.27576e-17,0.00511054
970.14,7.01455e-18,0.00663594
973.39,3.73137e-18,0.00789403
976.65,2.26274e-18,0.00896998
979.91,1.58364e-18,0.00976421
983.17,1.14482e-18,0.0102557
986.43,8.40311e-19,0.0105716
989.69,6.68172e-19,0.0108099
992.95,7.78767e-19,0.0110304
996.21,4.99062e-19,0.0111968
999.47,3.19968e-19,0.0113463
1002.73,1.74361e-19,0.0114826
1005.98,1.08518e-19,0.0115799
1009.24,7.97725e-20,0.0116628
1012.5,5.886e-20,0.0117497
1015.76,5.34749e-20,0.0118623
1019.02,3.42441e-20,0.0119703
1022.28,2.1894e-20,0.0120744
1025.54,1.06935e-21,0.0121867
1028.8,6.2294e-21,0.0122159
1032.06,6.29979e-21,0.0123289
1035.32,3.56068e-21,0.0124329
1038.57,6.09307e-22,0.0124687
1041.83,2.38057e-21,0.012535
1045.09,1.15384e-21,0.0126308
1048.35,6.03431e-22,0.012722
1051.61,1.67934e-22,0.0127358
1054.87,8.54636e-22,0.0128112
1058.13,6.10042e-22,0.0128555
1061.39,4.23853e-22,0.0129054
1064.65,2.73534e-22,0.0129581
1067.91,1.76336e-22,0.0130117
1071.16,1.1359e-22,0.0130589
1074.42,7.31058e-23,0.0131075
1077.68,4.30056e-23,0.0131598
1080.94,4.5897e-23,0.0131898
1084.2,2.67778e-23,0.0132237
