Cor A,Value,Error
830.0,1.09425e-09,0.000157657
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.11396e-08,0.000212498
856.07,5.63285e-08,0.000229077
859.33,2.08984e-08,0.000324939
862.59,1.15295e-08,0.000419296
865.85,7.56403e-09,0.000512825
869.11,5.30465e-09,0.00061011
872.37,3.8479e-09,0.000711194
875.63,2.84259e-09,0.000823845
878.88,2.12523e-09,0.000949161
882.14,1.60356e-09,0.0010827
885.4,1.22074e-09,0.00123224
888.66,9.34917e-10,0.00140521
891.92,7.22077e-10,0.00158744
895.18,5.63787e-10,0.0017926
898.44,4.58691e-10,0.00201483
901.7,4.47407e-10,0.0021423
904.96,6.11686e-10,0.00162892
908.22,5.42722e-10,0.00114033
911.47,5.72644e-10,0.00111369
914.73,5.80948e-10,0.00111218
917.99,5.96777e-10,0.00110842
921.25,2.70216e-10,0.00118358
924.51,1.57097e-10,0.00119176
927.77,1.59507e-10,0.0011709
931.03,1.61685e-10,0.00115442
934.29,1.63611e-10,0.00113538
937.55,1.65827e-10,0.00112132
940.81,1.68371e-10,0.0011101
944.06,1.7111e-10,0.00109309
947.32,4.88495e-10,0.000880454
950.58,1.39507e-09,0.000701642
953.84,2.34495e-09,0.000619506
957.1,2.02849e-09,0.000599225
960.36,1.98125e-09,0.000548857
963.62,1.49196e-09,0.000537127
966.88,9.63776e-10,0.000535112
970.14,5.90821e-10,0.000538876
973.39,3.33584e-10,0.000545575
976.65,2.05249e-10,0.000553076
979.91,1.38095e-10,0.000561355
983.17,9.41628e-11,0.0005703
986.43,6.49932e-11,0.000579687
989.69,4.80676e-11,0.000589749
992.95,4.70154e-11,0.000603189
996.21,2.6777e-11,0.000619773
999.47,1.54784e-11,0.000637217
1002.73,8.01429e-12,0.0006544
1005.98,4.67724e-12,0.000670142
1009.24,3.12056e-12,0.000686031
1012.5,2.10316e-12,0.000702784
1015.76,1.71568e-12,0.000722623
1019.02,1.02818e-12,0.000746141
1022.28,6.19664e-13,0.000772545
1025.54,1.01128e-13,0.000783396
1028.8,2.0784e-13,0.000801479
1032.06,2.05478e-13,0.000814701
1035.32,1.27031e-13,0.000826535
1038.57,3.8627e-14,0.000829289
1041.83,8.15333e-14,0.000844143
1045.09,4.66446e-14,0.000854838
1048.35,2.95147e-14,0.000862087
1051.61,1.27934e-14,0.000862398
1054.87,3.43193e-14,0.000874935
1058.13,2.18901e-14,0.000887344
1061.39,1.36232e-14,0.000905577
1064.65,7.9383e-15,0.000929315
1067.91,4.63192e-15,0.00095777
1071.16,2.70596e-15,0.000990809
1074.42,1.58216e-15,0.00102663
1077.68,8.68344e-16,0.00105198
1080.94,7.21458e-16,0.00105993
1084.2,3.30081e-16,0.00106642
