Cells,Value,Error
Input 1,1.69E-20,0.03
924,3.78E-21,0.03
944,1.40E-21,0.03
Input 4,1.27E-21,0.03
Input 5,4.23E-22,0.03
Input 6,1.15E-22,0.04
Input 7,4.73E-23,0.04
Input 8,2.07E-23,0.01
Input 9,5.53E-24,0.019
1078,1.80E-24,0.016
