Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,2.479268106734393e-15,0.4641
6.70955,6.265895806861535e-12,0.0697
6.7489,8.816315120711614e-10,0.0079
6.78825,8.790495552731944e-09,0.003
6.8276,1.8393570520965382e-08,0.0027
6.86695,1.2804828462515958e-08,0.0055
6.9063,7.105743329097881e-09,0.0107
6.94565,4.537484116899645e-09,0.0185
6.985,3.256010165184189e-09,0.0196
7.02435,2.6974587039390245e-09,0.019
7.0637,2.2770419313850196e-09,0.0177
7.10305,1.8843176620076346e-09,0.0163
7.1424,1.5235044472680813e-09,0.0168
7.18175,1.402327827191876e-09,0.051
7.2211,1.1144218551461308e-09,0.0226
7.26045,1.002452350698862e-09,0.0293
7.2998,9.717712833544944e-10,0.1126
7.33915,7.687573062261798e-10,0.0246
7.3785,8.134841168996235e-10,0.1051
7.41785,5.87232528589584e-10,0.0302
7.4572,6.160355781448435e-10,0.0689
7.49655,6.450698856416809e-10,0.0876
7.5359,5.788081321473984e-10,0.111
7.57525,4.502846251588336e-10,0.0577
7.6146,6.644574332909673e-10,0.1174
7.81135,5.005296060991111e-10,0.0573
8.0081,4.976792884371013e-10,0.0712
8.20485,5.432833545108012e-10,0.0781
8.4016,5.83059720457434e-10,0.052
8.59835,5.162236340533679e-10,0.0475
8.7951,4.779878017789078e-10,0.0478
8.99185,4.171202033036854e-10,0.0448
9.1886,3.8503430749682386e-10,0.0427
9.38535,3.4921067344345344e-10,0.0404
9.5821,3.4599796696315165e-10,0.0551
9.77885,3.324127064803054e-10,0.057
9.9756,3.556767471410424e-10,0.0788
10.1723,3.173858668022371e-10,0.0573
10.3691,2.8982571138211436e-10,0.0363
10.5659,3.040701219512201e-10,0.0398
10.7626,3.486807320793057e-10,0.0636
10.9593,3.1646161667514e-10,0.0542
11.1561,3.1367835365853717e-10,0.041
11.3529,2.9381504065040705e-10,0.0268
11.5496,3.1582155566853094e-10,0.0278
11.7463,3.327397051347231e-10,0.0328
11.9431,3.6050711382113884e-10,0.0431
12.1399,3.5342987804877794e-10,0.0322
12.3366,3.713329944077277e-10,0.0288
12.5333,3.553375699034064e-10,0.034
12.7301,3.7808993902439095e-10,0.0278
12.9269,3.8272764227642344e-10,0.0285
13.1236,3.9876614133197785e-10,0.0213
13.3204,4.4164075203252113e-10,0.026
13.5171,4.679247585155061e-10,0.024
13.7138,4.998856126080283e-10,0.0294
13.9106,5.402083333333343e-10,0.0426
14.1073,5.315760040671076e-10,0.0276
14.3041,5.550609756097571e-10,0.0366
14.5009,5.631808943089441e-10,0.027
14.6976,5.815810879511951e-10,0.0314
14.8944,5.715091463414645e-10,0.0208
15.0911,5.869852567361415e-10,0.0229
15.2879,5.935619918699198e-10,0.0212
15.4846,5.977275038129134e-10,0.0213
15.6813,6.131621759023898e-10,0.0202
15.8781,6.4616361788618e-10,0.0179
16.0749,6.779166666666678e-10,0.025
16.2716,7.25861718352822e-10,0.0211
16.4683,7.634062023385871e-10,0.0249
16.6651,7.394410569105704e-10,0.0169
16.8619,7.420325203252046e-10,0.0223
17.0586,7.64438230808338e-10,0.0186
17.2553,7.991255719369604e-10,0.0179
17.4521,8.252337398373849e-10,0.0284
17.6489,8.236229674796763e-10,0.0224
17.8456,8.552262328418917e-10,0.0309
18.0423,8.619166243009665e-10,0.016
18.2391,9.00223577235774e-10,0.0179
18.4359,9.016006097560992e-10,0.0151
18.6326,9.134367056431119e-10,0.0158
18.8293,9.892425012709717e-10,0.0339
19.0261,9.849034552845546e-10,0.0234
19.2229,9.680589430894326e-10,0.0244
19.4196,9.133858668022375e-10,0.0167
19.6163,8.670920183019832e-10,0.0124
19.8131,8.934908536585382e-10,0.0222
20.0099,8.898272357723593e-10,0.017
20.2066,8.54544992374159e-10,0.0204
20.4033,8.469598373157097e-10,0.0218
20.6001,8.600609756097577e-10,0.0221
20.7969,8.160162601626032e-10,0.0161
20.9936,8.204728012201327e-10,0.0208
21.1903,7.774885612608038e-10,0.018
21.3871,7.814176829268307e-10,0.0156
21.5839,7.713973577235787e-10,0.0184
21.7806,7.60625317742756e-10,0.0158
21.9773,7.504677173360453e-10,0.0165
22.1741,7.832113821138225e-10,0.0175
22.3709,7.925711382113835e-10,0.0163
22.5676,7.931164209456029e-10,0.0182
22.7643,7.873512963904428e-10,0.0156
22.9611,7.684705284552859e-10,0.0137
23.1578,7.410472801220004e-10,0.0145
23.3546,7.127235772357737e-10,0.0145
23.5513,7.143670564311138e-10,0.0201
23.7481,6.728099593495947e-10,0.0163
23.9449,6.601676829268305e-10,0.0219
24.1416,6.336095577020848e-10,0.0205
24.3383,5.824707676664976e-10,0.0169
24.5351,5.701270325203262e-10,0.0425
24.7318,5.253838332486022e-10,0.017
24.9286,5.120426829268302e-10,0.0189
25.1254,4.796478658536594e-10,0.0177
25.3221,4.674336553126592e-10,0.023
25.5189,4.186402439024398e-10,0.0186
25.7156,3.8914539908490113e-10,0.0191
25.9124,3.9930945121950573e-10,0.0281
26.1091,3.5359583121504853e-10,0.0236
26.3058,3.115739705134725e-10,0.0221
26.5026,2.909613821138217e-10,0.0272
26.6993,2.7499491611591273e-10,0.0278
26.8961,2.573902439024395e-10,0.0322
27.0929,2.3980945121951264e-10,0.032
27.2896,2.198225724453484e-10,0.0471
27.4863,2.0671733604473832e-10,0.0384
