Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,4.123583227445928e-15,0.5816
6.70955,6.017992376111851e-12,0.0775
6.7489,8.877916137230039e-10,0.0077
6.78825,8.859771283354561e-09,0.0068
6.8276,1.6458221092757028e-08,0.0027
6.86695,8.83972045743334e-09,0.0076
6.9063,5.4311308767471725e-09,0.0127
6.94565,4.118932655654408e-09,0.0141
6.985,3.018322744599695e-09,0.0129
7.02435,2.5311588310038264e-09,0.0223
7.0637,2.082630241423138e-09,0.0134
7.10305,1.7898983481575707e-09,0.0214
7.1424,1.5014358322744348e-09,0.0202
7.18175,1.2739390088945436e-09,0.022
7.2211,1.088340533672179e-09,0.029
7.26045,9.170088945362187e-10,0.023
7.2998,8.212757306226036e-10,0.0353
7.33915,7.450139771283397e-10,0.0376
7.3785,6.598627700127103e-10,0.0341
7.41785,6.437229987293556e-10,0.0642
7.4572,5.509682337992283e-10,0.0462
7.49655,4.735374841169024e-10,0.0477
7.5359,5.016518424396472e-10,0.0814
7.57525,4.506480304955553e-10,0.0808
7.6146,5.719517153748316e-10,0.1038
7.81135,4.2383939008894583e-10,0.0513
8.0081,4.4831715374841023e-10,0.0653
8.20485,4.720543837357058e-10,0.0677
8.4016,4.737331639135965e-10,0.0636
8.59835,4.0822973316391413e-10,0.0453
8.7951,3.9150444726810726e-10,0.0478
8.99185,3.5861651842439687e-10,0.0579
9.1886,3.3437916137230025e-10,0.0422
9.38535,3.220477763659441e-10,0.0443
9.5821,3.050180432020334e-10,0.0484
9.77885,2.7988716645489235e-10,0.0525
9.9756,2.7266581956798e-10,0.0341
10.1723,2.7661514997458077e-10,0.0447
10.3691,2.526422764227647e-10,0.032
10.5659,2.833699186991875e-10,0.0631
10.7626,2.9925114387391716e-10,0.0613
10.9593,2.8599135739705154e-10,0.0473
11.1561,2.9400914634146394e-10,0.0503
11.3529,2.8891463414634196e-10,0.0376
11.5496,3.116766649720388e-10,0.0447
11.7463,3.038479918657856e-10,0.0331
11.9431,3.2825254065040707e-10,0.0338
12.1399,3.4966158536585117e-10,0.0305
12.3366,3.509979664463653e-10,0.0473
12.5333,3.3404982206405714e-10,0.0292
12.7301,3.565452235772364e-10,0.0369
12.9269,3.7269664634146414e-10,0.0356
13.1236,3.732745297407221e-10,0.0268
13.3204,4.133927845528463e-10,0.0266
13.5171,4.35227249618709e-10,0.0251
13.7138,4.662455516014195e-10,0.027
13.9106,4.90591463414635e-10,0.0319
14.1073,4.790421962379261e-10,0.0224
14.3041,4.948165650406513e-10,0.0241
14.5009,5.127337398373993e-10,0.0224
14.6976,5.232486019318763e-10,0.0225
14.8944,5.409298780487814e-10,0.0227
15.0911,5.357397051347184e-10,0.0215
15.2879,5.461636178861799e-10,0.0197
15.4846,5.752567361464163e-10,0.0251
15.6813,6.033401118454503e-10,0.0277
15.8781,5.929369918699198e-10,0.0191
16.0749,6.373475609756109e-10,0.0218
16.2716,6.874936451448912e-10,0.0281
16.4683,6.949923741738692e-10,0.0198
16.6651,7.036890243902451e-10,0.0155
16.8619,7.475711382113835e-10,0.0233
17.0586,7.414133197763096e-10,0.0205
17.2553,7.547534316217595e-10,0.0179
17.4521,7.40040650406492e-10,0.0187
17.6489,7.74049796747969e-10,0.0198
17.8456,7.908185053380788e-10,0.0147
18.0423,8.062023385866808e-10,0.0174
18.2391,8.319918699187008e-10,0.0143
18.4359,8.503709349593512e-10,0.0154
18.6326,8.620691408235898e-10,0.0141
18.8293,8.974783934926289e-10,0.0147
19.0261,8.968546747967495e-10,0.0154
19.2229,8.798882113821153e-10,0.0187
19.4196,9.034417895271993e-10,0.0261
19.6163,8.393085917641083e-10,0.0146
19.8131,8.392276422764244e-10,0.0197
20.0099,8.443495934959364e-10,0.0177
20.2066,8.350432130147287e-10,0.0178
20.4033,8.433299440772756e-10,0.0199
20.6001,8.314024390243917e-10,0.0263
20.7969,8.011077235772373e-10,0.0207
20.9936,7.819369598373162e-10,0.0172
21.1903,7.802338586680229e-10,0.0198
21.3871,7.786991869918713e-10,0.0206
21.5839,7.731046747967494e-10,0.0208
21.7806,7.595475343162181e-10,0.0186
21.9773,7.468530757498734e-10,0.018
22.1741,7.82205284552847e-10,0.0203
22.3709,7.638160569105705e-10,0.0151
22.5676,7.726741230299954e-10,0.0165
22.7643,7.476258261311647e-10,0.0144
22.9611,7.41082317073172e-10,0.0165
23.1578,7.360396542958693e-10,0.0143
23.3546,7.32881097560977e-10,0.0211
23.5513,6.867666497203868e-10,0.0146
23.7481,6.700304878048792e-10,0.0199
23.9449,6.275355691056922e-10,0.0157
24.1416,6.144534824606003e-10,0.0192
24.3383,5.86563294356889e-10,0.0199
24.5351,5.264583333333343e-10,0.0169
24.7318,5.142806304016271e-10,0.0184
24.9286,5.151321138211392e-10,0.0247
25.1254,4.694049796747976e-10,0.017
25.3221,4.503482460599901e-10,0.0227
25.5189,4.1585060975609835e-10,0.0201
25.7156,3.9321860701576026e-10,0.0225
25.9124,3.8379827235771735e-10,0.0297
26.1091,3.420854092526693e-10,0.0242
26.3058,3.238205388917135e-10,0.0378
26.5026,3.130406504065046e-10,0.0386
26.6993,2.82990340620234e-10,0.032
26.8961,2.487754065040655e-10,0.0263
27.0929,2.628836382113826e-10,0.0475
27.2896,2.0709303507880033e-10,0.04
27.4863,1.9435485510930364e-10,0.0317
