Cells,Energy,Value,Error
Blanket_outboard_m2_2,1e-07,4.58661e-08,0.0003
Blanket_outboard_m2_2,4.14e-07,8.97385e-08,0.0002
Blanket_outboard_m2_2,5.316e-07,2.14996e-08,0.0004
Blanket_outboard_m2_2,6.826e-07,2.34032e-08,0.0004
Blanket_outboard_m2_2,8.764e-07,2.52565e-08,0.0004
Blanket_outboard_m2_2,1.125e-06,2.71052e-08,0.0004
Blanket_outboard_m2_2,1.445e-06,2.89783e-08,0.0003
Blanket_outboard_m2_2,1.855e-06,3.06701e-08,0.0003
Blanket_outboard_m2_2,2.382e-06,3.23634e-08,0.0003
Blanket_outboard_m2_2,3.059e-06,3.3927e-08,0.0003
Blanket_outboard_m2_2,3.928e-06,3.52388e-08,0.0003
Blanket_outboard_m2_2,5.043e-06,3.66959e-08,0.0003
Blanket_outboard_m2_2,6.476e-06,3.84327e-08,0.0003
Blanket_outboard_m2_2,8.315e-06,3.95855e-08,0.0003
Blanket_outboard_m2_2,1.068e-05,4.0938e-08,0.0003
Blanket_outboard_m2_2,1.371e-05,4.17122e-08,0.0003
Blanket_outboard_m2_2,1.76e-05,4.29709e-08,0.0003
Blanket_outboard_m2_2,2.26e-05,4.38073e-08,0.0003
Blanket_outboard_m2_2,2.902e-05,4.4256e-08,0.0003
Blanket_outboard_m2_2,3.727e-05,4.37913e-08,0.0003
Blanket_outboard_m2_2,4.785e-05,4.06628e-08,0.0003
Blanket_outboard_m2_2,6.144e-05,4.93035e-08,0.0003
Blanket_outboard_m2_2,7.889e-05,4.99714e-08,0.0003
Blanket_outboard_m2_2,0.0001013,5.11737e-08,0.0003
Blanket_outboard_m2_2,0.0001301,5.13708e-08,0.0003
Blanket_outboard_m2_2,0.000167,4.99907e-08,0.0003
Blanket_outboard_m2_2,0.0002145,5.65739e-08,0.0003
Blanket_outboard_m2_2,0.0002754,6.18805e-08,0.0003
Blanket_outboard_m2_2,0.0003536,4.12003e-08,0.0003
Blanket_outboard_m2_2,0.000454,4.41575e-08,0.0003
Blanket_outboard_m2_2,0.0005829,5.5154e-08,0.0003
Blanket_outboard_m2_2,0.0007485,5.78753e-08,0.0003
Blanket_outboard_m2_2,0.0009611,5.96834e-08,0.0003
Blanket_outboard_m2_2,0.001234,5.39086e-08,0.0003
Blanket_outboard_m2_2,0.001585,6.56414e-08,0.0003
Blanket_outboard_m2_2,0.002035,7.33314e-08,0.0003
