Cells,Value,Error
1,1.41529e-05,0.0003
2,5.77562e-06,0.0005
3,2.71294e-06,0.0006
4,1.45575e-06,0.0007
5,6.06493e-07,0.0006
6,2.40434e-07,0.0006
7,1.21869e-07,0.0008
8,4.67447e-08,0.0007
9,1.69105e-08,0.0006
10,7.08548e-09,0.0008
