Cells,Value,Error
0.0,1.08019e-14,0.0144
5.1,6.35388e-15,0.0156
10.22,4.37427e-15,0.0168
15.34,3.05661e-15,0.0185
20.44,2.35473e-15,0.0209
25.64,1.83182e-15,0.0247
30.79,1.43718e-15,0.0293
35.99,1.15417e-15,0.0304
41.19,9.40729e-16,0.0321
46.44,7.59006e-16,0.0363
51.62,6.59543e-16,0.0403
56.69,5.10059e-16,0.0444
61.81,4.67741e-16,0.0466
66.99,3.76416e-16,0.052
