Cells,Value,Error
0.0,1.8606e-17,0.0008
5.1,4.00104e-18,0.0007
10.22,1.33262e-18,0.0008
15.34,4.80187e-19,0.0008
20.44,1.79295e-19,0.0008
25.64,6.68252e-20,0.0007
30.79,2.538e-20,0.0007
35.99,9.63235e-21,0.0007
41.19,3.67043e-21,0.0007
46.44,1.39359e-21,0.0007
51.62,5.38191e-22,0.0007
56.69,2.12992e-22,0.0008
61.81,8.39133e-23,0.0008
66.99,3.29311e-23,0.0011
