Cor A,Value,Error
830.0,9.88246e-10,0.000414078
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.24922e-08,0.000486544
856.07,1.90376e-08,0.000562202
859.33,1.18295e-08,0.000622136
862.59,6.74148e-09,0.000648286
865.85,5.08061e-09,0.000646666
869.11,4.24076e-09,0.000674128
872.37,3.55013e-09,0.000708701
875.63,2.982e-09,0.000748778
878.88,2.51185e-09,0.000792538
882.14,2.12232e-09,0.00083925
885.4,1.80412e-09,0.000891314
888.66,1.54284e-09,0.000945539
891.92,1.33249e-09,0.00100214
895.18,1.30286e-09,0.000996714
898.44,1.22347e-09,0.00097556
901.7,1.07213e-09,0.000980614
904.96,9.4451e-10,0.000991401
908.22,8.34837e-10,0.00100722
911.47,7.41355e-10,0.00102595
914.73,6.61384e-10,0.00104904
917.99,5.93243e-10,0.00107421
921.25,4.40477e-10,0.0011008
924.51,3.76787e-10,0.0011202
927.77,3.49761e-10,0.001139
931.03,3.25385e-10,0.00115794
934.29,3.03273e-10,0.00117723
937.55,2.83793e-10,0.00120314
940.81,2.66139e-10,0.00122446
944.06,2.50566e-10,0.00125247
947.32,6.19118e-10,0.00118823
950.58,1.25528e-09,0.00115747
953.84,1.38853e-09,0.00120979
957.1,1.00991e-09,0.00126208
960.36,9.52337e-10,0.0011826
963.62,7.28619e-10,0.00116643
966.88,4.88428e-10,0.00116445
970.14,3.13529e-10,0.00117281
973.39,1.85337e-10,0.00118908
976.65,1.18693e-10,0.00120884
979.91,8.27868e-11,0.00123171
983.17,5.83179e-11,0.0012577
986.43,4.14335e-11,0.0012855
989.69,3.14626e-11,0.00131493
992.95,3.16831e-11,0.00135133
996.21,1.86901e-11,0.00140258
999.47,1.1238e-11,0.00146109
1002.73,6.04694e-12,0.00152235
1005.98,3.65148e-12,0.00157904
1009.24,2.51861e-12,0.00163501
1012.5,1.75483e-12,0.00169411
1015.76,1.48611e-12,0.00176172
1019.02,9.27743e-13,0.00184114
1022.28,5.84877e-13,0.00193008
1025.54,9.60278e-14,0.00197366
1028.8,2.04907e-13,0.0020234
1032.06,2.04754e-13,0.00204837
1035.32,1.2702e-13,0.00206605
1038.57,3.81911e-14,0.00206571
1041.83,8.23143e-14,0.00209467
1045.09,4.72414e-14,0.00211218
1048.35,2.98617e-14,0.00211856
1051.61,1.27942e-14,0.0021092
1054.87,3.47001e-14,0.00211751
1058.13,2.20953e-14,0.00212416
1061.39,1.39002e-14,0.00215765
1064.65,8.27812e-15,0.00221542
1067.91,4.97352e-15,0.00229013
1071.16,3.00744e-15,0.00237836
1074.42,1.82121e-15,0.00246905
1077.68,1.01892e-15,0.00252362
1080.94,8.41768e-16,0.00251654
1084.2,3.80378e-16,0.00250189
