Cor A,Value,Error
830.0,2.93067e-13,0.000707012
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.44416e-13,0.000334843
856.07,2.19258e-09,0.000831671
859.33,4.62517e-09,0.000647848
862.59,2.88101e-09,0.000624665
865.85,2.38763e-09,0.000581394
869.11,2.05731e-09,0.000594152
872.37,1.74884e-09,0.000628374
875.63,1.4695e-09,0.000677943
878.88,1.22388e-09,0.000738435
882.14,1.01712e-09,0.00081125
885.4,8.49081e-10,0.000895792
888.66,7.19273e-10,0.0010051
891.92,6.35279e-10,0.00119006
895.18,2.62391e-10,0.00154782
898.44,1.37685e-15,0.00164914
901.7,1.21034e-15,0.00164056
904.96,1.06785e-15,0.00165178
908.22,9.46164e-16,0.0016758
911.47,8.40242e-16,0.0017052
914.73,7.46232e-16,0.00173763
917.99,6.63562e-16,0.00177247
921.25,5.80601e-16,0.00186071
924.51,5.26097e-16,0.00190853
927.77,4.80859e-16,0.00193086
931.03,4.40543e-16,0.0019592
934.29,4.0386e-16,0.00199053
937.55,3.70313e-16,0.00202535
940.81,3.39547e-16,0.0020619
944.06,3.11429e-16,0.00209936
947.32,7.73525e-16,0.00212295
950.58,1.29696e-15,0.00220599
953.84,7.58428e-16,0.00246191
957.1,2.3611e-16,0.00274275
960.36,1.26919e-16,0.00289364
963.62,8.54841e-17,0.00310162
966.88,5.73268e-17,0.00328677
970.14,3.86145e-17,0.00344303
973.39,2.33009e-17,0.00356134
976.65,1.5466e-17,0.00365302
979.91,1.14458e-17,0.00373581
983.17,8.47318e-18,0.00381499
986.43,6.25953e-18,0.00389064
989.69,4.96939e-18,0.00397027
992.95,5.78078e-18,0.00405849
996.21,3.65501e-18,0.00414324
999.47,2.31037e-18,0.00422762
1002.73,1.23902e-18,0.00430928
1005.98,7.62378e-19,0.00436426
1009.24,5.567e-19,0.00441628
1012.5,4.07747e-19,0.0044773
1015.76,3.67493e-19,0.00455217
1019.02,2.32495e-19,0.00463301
1022.28,1.46704e-19,0.00470884
1025.54,5.95497e-21,0.00474596
1028.8,4.07925e-20,0.00481211
1032.06,4.10041e-20,0.00490036
1035.32,2.28324e-20,0.00497835
1038.57,3.64408e-21,0.00498734
1041.83,1.51672e-20,0.00505803
1045.09,7.20829e-21,0.00513987
1048.35,3.69592e-21,0.00521613
1051.61,9.75801e-22,0.00521243
1054.87,5.2726e-21,0.00529576
1058.13,3.73458e-21,0.00534047
1061.39,2.57201e-21,0.00538919
1064.65,1.64437e-21,0.00544287
1067.91,1.04938e-21,0.00549912
1071.16,6.69805e-22,0.00555721
1074.42,4.27061e-22,0.00561818
1077.68,2.48287e-22,0.00567882
1080.94,2.63437e-22,0.0057158
1084.2,1.51664e-22,0.005763
