Cor A,Value,Error
830.0,2.1992e-07,0.000467973
833.26,3.52501e-07,0.000669841
836.52,3.53524e-07,0.000668972
839.78,3.54659e-07,0.000668748
843.04,3.55951e-07,0.000693402
846.29,3.57155e-07,0.000681065
849.55,3.58591e-07,0.000683204
852.81,3.30283e-07,0.000412683
856.07,2.23832e-07,0.0004665
859.33,1.71937e-07,0.000489478
862.59,1.38517e-07,0.000515296
865.85,1.16421e-07,0.000518587
869.11,9.72343e-08,0.000542436
872.37,8.12086e-08,0.000573494
875.63,6.79945e-08,0.000610857
878.88,5.70556e-08,0.000652397
882.14,4.8066e-08,0.000698669
885.4,4.07196e-08,0.000748446
888.66,3.46807e-08,0.000802144
891.92,2.97208e-08,0.000861235
895.18,2.49736e-08,0.000840702
898.44,2.13455e-08,0.000799652
901.7,1.8914e-08,0.000818567
904.96,1.6856e-08,0.000842628
908.22,1.50493e-08,0.00086852
911.47,1.34714e-08,0.000895595
914.73,1.20976e-08,0.000923525
917.99,1.09042e-08,0.000952562
921.25,9.96601e-09,0.000981698
924.51,9.26893e-09,0.000997245
927.77,8.61195e-09,0.00101435
931.03,8.01091e-09,0.0010332
934.29,7.46616e-09,0.00105228
937.55,6.98061e-09,0.00107341
940.81,6.53258e-09,0.00109402
944.06,6.12985e-09,0.0011137
947.32,5.6879e-09,0.00110057
950.58,4.51097e-09,0.00106772
953.84,4.40754e-09,0.00110847
957.1,5.86384e-09,0.00115269
960.36,5.87741e-09,0.00112807
963.62,4.78228e-09,0.00112425
966.88,3.45309e-09,0.00112775
970.14,2.36516e-09,0.00113726
973.39,1.59206e-09,0.0011524
976.65,1.06876e-09,0.00117275
979.91,7.22159e-10,0.00119765
983.17,4.92573e-10,0.00122554
986.43,3.39058e-10,0.00125567
989.69,2.34858e-10,0.00128643
992.95,1.51364e-10,0.00132295
996.21,9.71773e-11,0.00136763
999.47,6.2806e-11,0.00141827
1002.73,4.07326e-11,0.00147511
1005.98,2.6247e-11,0.00153711
1009.24,1.69725e-11,0.00160118
1012.5,1.1039e-11,0.00166668
1015.76,7.26534e-12,0.00173111
1019.02,4.85666e-12,0.00179597
1022.28,3.25683e-12,0.00186656
1025.54,2.4606e-12,0.00192516
1028.8,1.84185e-12,0.00196406
1032.06,1.39317e-12,0.00198564
1035.32,1.04921e-12,0.00200558
1038.57,7.59105e-13,0.00202485
1041.83,5.3817e-13,0.00204544
1045.09,4.26579e-13,0.00205708
1048.35,3.40305e-13,0.00206611
1051.61,2.57727e-13,0.00207076
1054.87,1.77515e-13,0.00207598
1058.13,1.05487e-13,0.00209223
1061.39,6.3644e-14,0.00212746
1064.65,3.87247e-14,0.00218018
1067.91,2.37134e-14,0.00224682
1071.16,1.45965e-14,0.0023249
1074.42,9.00271e-15,0.00240508
1077.68,5.62047e-15,0.00246452
1080.94,2.89492e-15,0.00248997
1084.2,1.30303e-15,0.00249902
