Cor A,Value,Error
830.0,4.72694e-10,0.000475339
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.27909e-08,0.000289983
856.07,3.97915e-08,0.0003749
859.33,3.76601e-08,0.000449331
862.59,2.60212e-08,0.000440706
865.85,2.10442e-08,0.000443396
869.11,1.73559e-08,0.000474713
872.37,1.42495e-08,0.000516015
875.63,1.16446e-08,0.000565847
878.88,9.47596e-09,0.000622878
882.14,7.71032e-09,0.000688367
885.4,6.30052e-09,0.000763246
888.66,5.21139e-09,0.000854652
891.92,4.45766e-09,0.000993273
895.18,1.82538e-09,0.00123103
898.44,8.06766e-11,0.00131056
901.7,7.24635e-11,0.00130543
904.96,6.5382e-11,0.00130886
908.22,5.91952e-11,0.00131657
911.47,5.37449e-11,0.00132681
914.73,4.88339e-11,0.00133627
917.99,4.45041e-11,0.00134786
921.25,3.63289e-11,0.00137709
924.51,3.23743e-11,0.00139226
927.77,3.01575e-11,0.00139741
931.03,2.8126e-11,0.00140385
934.29,2.6252e-11,0.00140993
937.55,2.45142e-11,0.00141806
940.81,2.28949e-11,0.00142646
944.06,2.13944e-11,0.00143372
947.32,5.32828e-11,0.00143208
950.58,9.47711e-11,0.00144067
953.84,6.07983e-11,0.00148707
957.1,1.9264e-10,0.00122711
960.36,1.16836e-10,0.00137164
963.62,6.006e-11,0.00166457
966.88,3.36912e-11,0.00200087
970.14,2.02698e-11,0.00232901
973.39,1.33249e-11,0.00262271
976.65,8.79594e-12,0.00288062
979.91,5.77834e-12,0.003104
983.17,3.86851e-12,0.00329451
986.43,2.62607e-12,0.00345718
989.69,1.7667e-12,0.00359721
992.95,9.05243e-13,0.00374465
996.21,6.58116e-13,0.00381568
999.47,4.71234e-13,0.00389095
1002.73,3.6892e-13,0.00395829
1005.98,2.60996e-13,0.00404391
1009.24,1.69303e-13,0.00413769
1012.5,1.08999e-13,0.00423174
1015.76,5.93144e-14,0.00433743
1019.02,4.26208e-14,0.00438997
1022.28,2.99437e-14,0.00444955
1025.54,3.30424e-14,0.00449473
1028.8,1.77412e-14,0.00461521
1032.06,1.1156e-14,0.00469674
1035.32,8.62013e-15,0.00475791
1038.57,7.56225e-15,0.00481333
1041.83,3.66364e-15,0.0049206
1045.09,3.08609e-15,0.0049634
1048.35,2.39624e-15,0.00502457
1051.61,1.95012e-15,0.0050828
1054.87,8.59821e-16,0.00517707
1058.13,5.50957e-16,0.00522942
1061.39,3.49872e-16,0.00527928
1064.65,2.39481e-16,0.00531765
1067.91,1.63168e-16,0.00535671
1071.16,1.10955e-16,0.0053983
1074.42,7.55664e-17,0.0054376
1077.68,5.77481e-17,0.00546813
1080.94,1.23925e-17,0.00572308
1084.2,7.14222e-18,0.00576697
