Energy,Value,Error,Position
0.06237,1.583144142349117e-07,0.0015,Pos B
0.06564,1.6154036697247696e-08,0.0105,Pos B
0.0691,2.002190751445092e-08,0.0097,Pos B
0.07274,2.563629120879118e-08,0.0085,Pos B
0.07657,1.355485639686684e-08,0.0108,Pos B
0.0806,2.519404466501237e-08,0.0082,Pos B
0.08484,2.5261084905660416e-08,0.008,Pos B
0.0893,1.3283161434977561e-08,0.0098,Pos B
0.094,1.6815404255319164e-08,0.0089,Pos B
0.09896,1.0334052419354826e-08,0.0104,Pos B
0.1041,1.1497509727626477e-08,0.0101,Pos B
0.1097,1.3932732142857123e-08,0.0092,Pos B
0.1154,1.5082210526315797e-08,0.0089,Pos B
0.1215,1.9051803278688544e-08,0.0079,Pos B
0.1278,1.7925079365079365e-08,0.0079,Pos B
0.1346,2.128691176470588e-08,0.0071,Pos B
0.1417,1.788605633802818e-08,0.0074,Pos B
0.1492,6.9476799999999935e-09,0.0101,Pos B
0.157,1.2192358974358972e-08,0.0083,Pos B
0.1653,1.1982168674698792e-08,0.0082,Pos B
0.174,1.2335172413793124e-08,0.008,Pos B
0.1831,1.6162197802197756e-08,0.007,Pos B
0.1928,1.0185958762886612e-08,0.0082,Pos B
0.2029,8.345643564356436e-09,0.0086,Pos B
0.2136,9.35149532710279e-09,0.0081,Pos B
0.2248,1.077919642857144e-08,0.0076,Pos B
0.2367,9.33882352941177e-09,0.0079,Pos B
0.2491,8.959193548387101e-09,0.0079,Pos B
0.2622,9.883893129770991e-09,0.0077,Pos B
0.276,1.3555942028985473e-08,0.0091,Pos B
0.2906,6.250828767123287e-09,0.0085,Pos B
0.3058,1.2627500000000007e-08,0.0064,Pos B
0.322,1.1605740740740746e-08,0.0064,Pos B
0.3389,6.707751479289953e-09,0.0077,Pos B
0.3567,1.1692752808988738e-08,0.006,Pos B
0.3755,8.27164893617022e-09,0.0067,Pos B
0.3953,7.192777777777784e-09,0.007,Pos B
0.416,5.390676328502417e-09,0.0076,Pos B
0.438,5.630590909090905e-09,0.0073,Pos B
0.461,5.770999999999994e-09,0.0072,Pos B
0.4853,5.963580246913584e-09,0.007,Pos B
0.5108,5.957098039215681e-09,0.0069,Pos B
0.5377,5.91605947955392e-09,0.0069,Pos B
0.566,5.652720848056539e-09,0.0069,Pos B
0.5958,6.380637583892607e-09,0.0065,Pos B
0.6272,6.673121019108283e-09,0.0062,Pos B
0.6601,6.128693009118533e-09,0.0064,Pos B
0.6949,4.8469827586206975e-09,0.0067,Pos B
0.7315,4.6691256830600994e-09,0.0068,Pos B
0.77,3.6304415584415603e-09,0.0073,Pos B
0.8105,2.9288641975308653e-09,0.0078,Pos B
0.8532,3.1266042154566775e-09,0.0077,Pos B
0.898,2.877544642857139e-09,0.0079,Pos B
0.9453,2.6101057082452425e-09,0.0082,Pos B
0.9951,2.344397590361448e-09,0.0083,Pos B
1.048,2.139867674858221e-09,0.0083,Pos B
1.103,2.074254545454548e-09,0.0083,Pos B
1.16,2.0747719298245637e-09,0.0083,Pos B
1.222,2.014387096774192e-09,0.0083,Pos B
1.286,1.4271624999999988e-09,0.0092,Pos B
1.353,1.3906805970149264e-09,0.0091,Pos B
1.425,1.2520694444444433e-09,0.0097,Pos B
1.5,1.0087613333333338e-09,0.0103,Pos B
1.579,9.380746835443043e-10,0.0105,Pos B
1.662,8.916204819277113e-10,0.0105,Pos B
1.749,8.465367816091935e-10,0.0107,Pos B
1.842,7.239645161290325e-10,0.0111,Pos B
1.938,5.737385416666674e-10,0.0119,Pos B
2.041,5.200106796116506e-10,0.0123,Pos B
2.12,4.890886075949356e-10,0.0141,Pos B
2.203,4.684783132530135e-10,0.0144,Pos B
2.287,4.517916666666663e-10,0.0146,Pos B
2.37,4.055144578313244e-10,0.0157,Pos B
2.456,3.590046511627913e-10,0.0163,Pos B
2.54,3.1026309523809495e-10,0.0171,Pos B
2.627,2.8232298850574795e-10,0.0178,Pos B
2.713,2.682674418604642e-10,0.0182,Pos B
2.8,2.4515287356321914e-10,0.0194,Pos B
2.887,2.2820344827586158e-10,0.0198,Pos B
2.975,1.9885227272727253e-10,0.0205,Pos B
3.063,2.159431818181816e-10,0.0208,Pos B
3.153,1.7829111111111139e-10,0.0221,Pos B
3.242,1.6703595505617983e-10,0.0228,Pos B
3.333,1.6418021978021945e-10,0.0224,Pos B
3.423,1.452366666666669e-10,0.0244,Pos B
3.514,1.3631318681318718e-10,0.0242,Pos B
3.606,1.2958695652173902e-10,0.0253,Pos B
3.698,1.2275760869565208e-10,0.0254,Pos B
3.791,1.1362258064516132e-10,0.0264,Pos B
3.884,1.1167741935483874e-10,0.0274,Pos B
3.977,1.1029784946236563e-10,0.0281,Pos B
4.071,1.0942234042553208e-10,0.0278,Pos B
4.166,1.0705263157894665e-10,0.0282,Pos B
4.261,9.928378947368448e-11,0.0296,Pos B
4.356,9.106168421052655e-11,0.0313,Pos B
4.453,9.942639175257689e-11,0.0296,Pos B
4.549,8.764270833333326e-11,0.0312,Pos B
4.646,8.543010309278392e-11,0.0332,Pos B
4.743,8.536206185566973e-11,0.0319,Pos B
4.84,8.306432989690763e-11,0.0325,Pos B
4.939,7.750808080808065e-11,0.0326,Pos B
5.038,7.809202020202005e-11,0.0333,Pos B
5.137,7.604747474747527e-11,0.0339,Pos B
5.237,7.38775999999996e-11,0.0352,Pos B
5.337,6.981320000000025e-11,0.0363,Pos B
5.437,6.750359999999965e-11,0.0353,Pos B
5.539,6.75154901960788e-11,0.036,Pos B
5.64,6.710297029702972e-11,0.0368,Pos B
5.741,5.947564356435645e-11,0.0377,Pos B
5.844,6.00539805825239e-11,0.0374,Pos B
5.947,5.62344660194176e-11,0.0402,Pos B
6.05,5.87399029126215e-11,0.0393,Pos B
6.154,5.5872115384615335e-11,0.0392,Pos B
6.258,5.372336538461533e-11,0.04,Pos B
6.363,5.032990476190456e-11,0.0394,Pos B
6.468,5.3677047619047854e-11,0.0413,Pos B
6.573,5.445742857142835e-11,0.0422,Pos B
6.679,5.153179245283025e-11,0.0403,Pos B
6.785,5.605547169811327e-11,0.0412,Pos B
6.892,5.539953271028027e-11,0.0418,Pos B
6.999,5.4500841121495674e-11,0.0412,Pos B
7.106,5.614130841121485e-11,0.041,Pos B
7.214,4.81882407407405e-11,0.0432,Pos B
7.322,4.7194444444444596e-11,0.0432,Pos B
7.431,4.308293577981652e-11,0.0425,Pos B
7.54,4.53702752293578e-11,0.0445,Pos B
7.649,4.54808256880734e-11,0.0451,Pos B
7.759,4.036699999999988e-11,0.0466,Pos B
7.87,4.5332972972973066e-11,0.0443,Pos B
7.98,4.41882727272726e-11,0.0461,Pos B
8.092,4.4385624999999964e-11,0.0466,Pos B
8.203,4.406306306306351e-11,0.0442,Pos B
8.316,4.447566371681364e-11,0.0448,Pos B
8.428,4.961580357142853e-11,0.0447,Pos B
8.54,4.990285714285789e-11,0.0456,Pos B
8.653,4.346380530973401e-11,0.0472,Pos B
8.767,4.724070175438638e-11,0.0465,Pos B
8.881,4.686710526315758e-11,0.0438,Pos B
8.995,4.927456140350921e-11,0.0462,Pos B
9.11,4.581652173913035e-11,0.0462,Pos B
9.226,4.9559396551723525e-11,0.0435,Pos B
9.341,4.9378695652174583e-11,0.0438,Pos B
9.456,5.1051826086956426e-11,0.0452,Pos B
9.573,5.352213675213635e-11,0.0455,Pos B
9.69,5.106393162393202e-11,0.0433,Pos B
