Cells,Value,Error
47,204.518,0.0003
45,120.164,0.0003
43,60.8622,0.0004
41,22.2871,0.0004
39,7.84356,0.0006
37,2.40761,0.0007
35,1.01708,0.0008
33,0.263827,0.001
26,0.0028693,0.0021
30,0.0805467,0.0012
29,0.0449491,0.0013
28,0.01768,0.0015
27,0.00695445,0.0018
21,0.000231278,0.0036
55,288.097,0.0002
57,175.214,0.0001
59,92.8319,0.0002
61,34.4337,0.0002
63,11.8993,0.0003
65,3.56609,0.0003
67,1.4771,0.0004
69,0.374535,0.0005
72,0.113357,0.0006
73,0.0799997,0.0006
74,0.0405522,0.0007
75,0.0191482,0.0008
76,0.00917773,0.001
77,0.00456762,0.0011
78,0.00234603,0.0013
79,0.00124087,0.0015
80,0.000676447,0.0017
81,0.000356247,0.0019
86,3.3355e-05,0.0034
