Cells,Value,Error
291.97,8.13835e-09,0.0044
296.44,1.00553e-08,0.0042
300.91,1.41978e-08,0.004
305.38,2.14007e-08,0.0038
309.85,3.30053e-08,0.0037
314.32,5.10793e-08,0.0036
318.79,7.88403e-08,0.0035
323.26,1.20864e-07,0.0033
327.73,1.83528e-07,0.0033
332.2,2.75175e-07,0.0032
336.67,4.07917e-07,0.0031
341.14,5.96221e-07,0.003
345.61,8.58802e-07,0.003
350.08,1.21841e-06,0.0029
354.55,1.70387e-06,0.0029
359.02,2.3439e-06,0.0028
363.49,3.18927e-06,0.0027
367.96,4.3552e-06,0.0026
372.43,6.12307e-06,0.0024
376.9,8.98465e-06,0.0022
377.0,2.19247e-05,0.0024
395.5,2.61522e-05,0.0019
400.5,4.27796e-05,0.0017
406.6,0.000134965,0.0015
412.7,0.000312031,0.0014
418.8,0.00070973,0.0012
424.9,0.00151309,0.0011
431.0,0.00255514,0.0011
436.0,0.00310795,0.001
447.9,0.00988296,0.0008
451.0,0.0473298,0.0008
455.2,0.0306353,0.0007
458.2,0.111292,0.0007
465.2,0.0747937,0.0005
468.2,0.377834,0.0005
473.7,0.222118,0.0004
476.7,1.03541,0.0004
481.7,0.579418,0.0003
484.7,2.71134,0.0003
487.0,1.26281,0.0003
489.0,4.7754,0.0003
490.0,1.85733,0.0003
493.6,7.21386,0.0003
493.7,2.26652,0.0004
494.2,2.33507,0.0003
495.0,5.66624,0.0003
1132.1,7.8046,0.0002
1132.6,2.87407,0.0002
1132.7,2.83238,0.0002
1136.3,10.4956,0.0001
1137.3,2.38825,0.0002
1139.3,7.05267,0.0001
1141.6,1.68914,0.0002
1144.6,4.04401,0.0002
1149.6,0.808444,0.0002
1152.6,1.54929,0.0002
1158.1,0.31928,0.0002
1161.1,0.559659,0.0003
1168.1,0.108059,0.0003
1171.1,0.162118,0.0003
1175.3,0.0440804,0.0003
1178.4,0.067867,0.0004
1185.3,0.0140036,0.0004
1227.8,0.00423186,0.0005
1232.49,0.00363576,0.0005
1237.18,0.0025517,0.0006
1241.87,0.00148912,0.0006
1246.56,0.000799609,0.0007
1251.25,0.000418058,0.0007
1255.94,0.000218191,0.0008
1260.63,0.000114586,0.0009
1265.32,6.08044e-05,0.0011
1270.01,3.26585e-05,0.0012
1274.7,1.7292e-05,0.0013
1279.7,6.24167e-06,0.0015
1284.7,3.81656e-06,0.0017
1300.1,3.13823e-06,0.0021
1304.57,1.28879e-06,0.002
1309.04,8.83173e-07,0.0022
1313.51,6.25153e-07,0.0024
1317.98,4.53919e-07,0.0025
1322.45,3.30306e-07,0.0026
1326.92,2.37759e-07,0.0027
1331.39,1.69168e-07,0.0028
1335.86,1.1862e-07,0.0028
1340.33,8.18389e-08,0.0029
1344.8,5.55184e-08,0.0029
1349.27,3.72134e-08,0.0031
1353.74,2.46183e-08,0.0031
1358.21,1.60939e-08,0.0033
1362.68,1.04113e-08,0.0033
1367.15,6.64453e-09,0.0035
1371.62,4.21505e-09,0.0036
1376.09,2.61637e-09,0.0038
1380.56,1.5873e-09,0.004
1385.03,8.97655e-10,0.0043
1389.5,4.14952e-10,0.0046
