Cells,Value,Error
47,7.76064,0.0004
45,4.42213,0.0004
43,2.76504,0.0004
41,1.25457,0.0004
39,0.446583,0.0006
37,0.142939,0.0007
35,0.0442434,0.0009
33,0.0170553,0.0011
26,0.000120208,0.0024
30,0.00344925,0.0013
29,0.00134322,0.0016
28,0.000572268,0.0019
27,0.000254633,0.0022
21,3.45896e-05,0.0027
55,11.7392,0.0002
57,6.91567,0.0002
59,4.34006,0.0002
61,1.94695,0.0002
63,0.678194,0.0003
65,0.211864,0.0003
67,0.0642412,0.0004
69,0.0241238,0.0005
72,0.00516099,0.0007
73,0.00242408,0.0008
74,0.00121994,0.0009
75,0.000634258,0.001
76,0.000336754,0.0012
77,0.000181391,0.0013
78,9.83338e-05,0.0015
79,5.36895e-05,0.0017
80,2.95905e-05,0.0019
81,1.7013e-05,0.0021
86,5.04605e-06,0.0024
