Cells,Value,Error
291.97,7.95738e-09,0.0044
296.44,9.82479e-09,0.0042
300.91,1.38547e-08,0.004
305.38,2.0853e-08,0.0038
309.85,3.21086e-08,0.0037
314.32,4.95999e-08,0.0036
318.79,7.63951e-08,0.0035
323.26,1.16826e-07,0.0033
327.73,1.76891e-07,0.0033
332.2,2.64291e-07,0.0032
336.67,3.90137e-07,0.0031
341.14,5.6731e-07,0.003
345.61,8.1191e-07,0.003
350.08,1.1426e-06,0.0029
354.55,1.58168e-06,0.0029
359.02,2.14817e-06,0.0028
363.49,2.8773e-06,0.0027
367.96,3.85973e-06,0.0026
372.43,5.33771e-06,0.0024
376.9,7.73709e-06,0.0021
377.0,8.25384e-06,0.0023
395.5,1.80746e-05,0.0019
400.5,4.02225e-05,0.0016
406.6,0.000121189,0.0015
412.7,0.000282768,0.0013
418.8,0.000642952,0.0012
424.9,0.00135273,0.0011
431.0,0.00213621,0.0011
436.0,0.0028329,0.001
447.9,0.00945638,0.0008
451.0,0.0185006,0.0008
455.2,0.0293859,0.0007
458.2,0.0382278,0.0007
465.2,0.0708458,0.0005
468.2,0.122327,0.0006
473.7,0.208788,0.0004
476.7,0.316212,0.0005
481.7,0.538524,0.0003
484.7,0.820939,0.0004
487.0,1.16084,0.0003
489.0,1.35706,0.0004
490.0,1.67956,0.0003
493.6,1.67453,0.0004
493.7,1.93819,0.0005
494.2,1.98132,0.0003
495.0,1.3521,0.0004
1132.1,1.56561,0.0003
1132.6,2.32909,0.0003
1132.7,2.32517,0.0003
1136.3,2.05085,0.0002
1137.3,2.10561,0.0002
1139.3,1.73217,0.0002
1141.6,1.52609,0.0002
1144.6,1.10355,0.0002
1149.6,0.744034,0.0002
1152.6,0.448271,0.0002
1158.1,0.29888,0.0002
1161.1,0.176526,0.0003
1168.1,0.102197,0.0003
1171.1,0.0550992,0.0004
1175.3,0.0422692,0.0003
1178.4,0.0263969,0.0004
1185.3,0.0134002,0.0004
1227.8,0.00386207,0.0005
1232.49,0.00300761,0.0005
1237.18,0.0022597,0.0006
1241.87,0.00134493,0.0006
1246.56,0.000725878,0.0007
1251.25,0.000379391,0.0007
1255.94,0.000197541,0.0008
1260.63,0.000103453,0.0009
1265.32,5.47462e-05,0.001
1270.01,2.93209e-05,0.0012
1274.7,1.53617e-05,0.0013
1279.7,5.84474e-06,0.0015
1284.7,2.66405e-06,0.0018
1300.1,1.17599e-06,0.0025
1304.57,1.10749e-06,0.0021
1309.04,7.69023e-07,0.0023
1313.51,5.53507e-07,0.0025
1317.98,4.0913e-07,0.0025
1322.45,3.02384e-07,0.0027
1326.92,2.20452e-07,0.0027
1331.39,1.58477e-07,0.0028
1335.86,1.12045e-07,0.0028
1340.33,7.78151e-08,0.0029
1344.8,5.30683e-08,0.003
1349.27,3.57238e-08,0.0031
1353.74,2.37161e-08,0.0031
1358.21,1.55499e-08,0.0033
1362.68,1.00852e-08,0.0034
1367.15,6.44931e-09,0.0035
1371.62,4.09885e-09,0.0036
1376.09,2.54736e-09,0.0038
1380.56,1.54699e-09,0.004
1385.03,8.75055e-10,0.0043
1389.5,4.04037e-10,0.0046
