Cells,Value,Error
47,584.037,0.0004
45,311.595,0.0004
43,176.533,0.0004
41,68.6923,0.0005
39,21.6195,0.0007
37,6.18566,0.0009
35,1.9307,0.0011
33,0.63588,0.0014
26,0.00518291,0.0029
30,0.115388,0.0019
29,0.0541412,0.0021
28,0.0246373,0.0024
27,0.0112521,0.0027
21,0.000955219,0.0036
55,910.866,0.0002
57,499.772,0.0002
59,284.225,0.0002
61,108.757,0.0002
63,33.1928,0.0003
65,9.19353,0.0004
67,2.79632,0.0006
69,0.899279,0.0007
72,0.16628,0.0009
73,0.0932069,0.001
74,0.0506053,0.0012
75,0.0273474,0.0013
76,0.014837,0.0015
77,0.00808615,0.0016
78,0.00441797,0.0018
79,0.0024212,0.002
80,0.00133025,0.0023
81,0.000729192,0.0025
86,0.000138399,0.0034
