Cells,Energy,Value,Error
291.97,0.1,14520.1,0.0051
291.97,1.0,820925.0,0.0043
291.97,5.0,399214.0,0.0045
291.97,10.0,119013.0,0.0054
291.97,20.0,187.048,0.0947
296.44,0.1,17933.6,0.0048
296.44,1.0,1008760.0,0.0041
296.44,5.0,492521.0,0.0042
296.44,10.0,147231.0,0.005
296.44,20.0,213.491,0.0812
300.91,0.1,25193.8,0.0049
300.91,1.0,1423700.0,0.0039
300.91,5.0,694029.0,0.0041
300.91,10.0,207290.0,0.005
300.91,20.0,373.678,0.0822
305.38,0.1,37984.0,0.0044
305.38,1.0,2144220.0,0.0037
305.38,5.0,1043970.0,0.0039
305.38,10.0,312212.0,0.0046
305.38,20.0,446.364,0.0756
309.85,0.1,58556.5,0.0045
309.85,1.0,3299400.0,0.0036
309.85,5.0,1610170.0,0.0038
309.85,10.0,478986.0,0.0046
309.85,20.0,696.167,0.0764
314.32,0.1,90531.4,0.0041
314.32,1.0,5102520.0,0.0035
314.32,5.0,2494460.0,0.0036
314.32,10.0,738353.0,0.0043
314.32,20.0,1022.17,0.0661
318.79,0.1,139915.0,0.0042
318.79,1.0,7869530.0,0.0034
318.79,5.0,3844470.0,0.0036
318.79,10.0,1132290.0,0.0042
318.79,20.0,1570.7,0.0693
323.26,0.1,213911.0,0.0038
323.26,1.0,12031000.0,0.0033
323.26,5.0,5879870.0,0.0034
323.26,10.0,1729250.0,0.004
323.26,20.0,2461.22,0.0614
327.73,0.1,324747.0,0.0039
327.73,1.0,18246400.0,0.0032
327.73,5.0,8907390.0,0.0034
327.73,10.0,2610060.0,0.004
327.73,20.0,4024.36,0.0637
332.2,0.1,486880.0,0.0036
332.2,1.0,27375700.0,0.0031
332.2,5.0,13336500.0,0.0032
332.2,10.0,3876040.0,0.0037
332.2,20.0,6825.66,0.0577
336.67,0.1,720892.0,0.0037
336.67,1.0,40495500.0,0.003
336.67,5.0,19767200.0,0.0032
336.67,10.0,5689000.0,0.0038
336.67,20.0,8439.9,0.0603
341.14,0.1,1047970.0,0.0034
341.14,1.0,59184400.0,0.003
341.14,5.0,28845300.0,0.0031
341.14,10.0,8191220.0,0.0036
341.14,20.0,14239.5,0.0531
345.61,0.1,1510230.0,0.0035
345.61,1.0,85124000.0,0.0029
345.61,5.0,41485800.0,0.003
345.61,10.0,11611400.0,0.0036
345.61,20.0,20023.3,0.0561
350.08,0.1,2129710.0,0.0033
350.08,1.0,121223000.0,0.0028
350.08,5.0,58890100.0,0.0029
350.08,10.0,16034000.0,0.0035
350.08,20.0,27788.5,0.0488
354.55,0.1,2976280.0,0.0034
354.55,1.0,170171000.0,0.0028
354.55,5.0,82420000.0,0.0029
354.55,10.0,21714300.0,0.0036
354.55,20.0,44038.1,0.0526
359.02,0.1,4071590.0,0.0032
359.02,1.0,235793000.0,0.0027
359.02,5.0,113828000.0,0.0028
359.02,10.0,28550400.0,0.0034
359.02,20.0,60596.4,0.0517
363.49,0.1,5483150.0,0.0033
363.49,1.0,324872000.0,0.0026
363.49,5.0,156015000.0,0.0028
363.49,10.0,36665200.0,0.0036
363.49,20.0,75791.6,0.0538
367.96,0.1,7480660.0,0.0031
367.96,1.0,452619000.0,0.0025
367.96,5.0,215887000.0,0.0026
367.96,10.0,46575900.0,0.0034
367.96,20.0,115507.0,0.0482
372.43,0.1,10363600.0,0.0031
372.43,1.0,645958000.0,0.0023
372.43,5.0,311092000.0,0.0025
372.43,10.0,61150700.0,0.0035
372.43,20.0,177887.0,0.0526
376.9,0.1,13932000.0,0.0028
376.9,1.0,886994000.0,0.0021
376.9,5.0,479862000.0,0.0022
376.9,10.0,89064600.0,0.0031
376.9,20.0,247884.0,0.0477
377.0,0.1,40309000.0,0.0091
377.0,1.0,828995000.0,0.0028
377.0,5.0,591021000.0,0.0025
377.0,10.0,111124000.0,0.0043
377.0,20.0,270530.0,0.0738
395.5,0.1,48107300.0,0.0019
395.5,1.0,822093000.0,0.0019
395.5,5.0,722098000.0,0.002
395.5,10.0,148369000.0,0.0028
395.5,20.0,334053.0,0.0503
400.5,0.1,62405900.0,0.0018
400.5,1.0,4333190000.0,0.0016
400.5,5.0,2090300000.0,0.0017
400.5,10.0,549012000.0,0.002
400.5,20.0,1237160.0,0.0302
406.6,0.1,347308000.0,0.0016
406.6,1.0,13366300000.0,0.0014
406.6,5.0,5710350000.0,0.0015
406.6,10.0,1991980000.0,0.0018
406.6,20.0,4926890.0,0.0221
412.7,0.1,810154000.0,0.0015
412.7,1.0,30587800000.0,0.0013
412.7,5.0,12909600000.0,0.0014
412.7,10.0,4793090000.0,0.0016
412.7,20.0,11443700.0,0.02
418.8,0.1,1816380000.0,0.0013
418.8,1.0,67658800000.0,0.0012
418.8,5.0,28659800000.0,0.0013
418.8,10.0,11155300000.0,0.0014
418.8,20.0,27021800.0,0.0179
424.9,0.1,3743960000.0,0.0013
424.9,1.0,137570000000.0,0.0011
424.9,5.0,59586200000.0,0.0012
424.9,10.0,23796900000.0,0.0013
424.9,20.0,55678800.0,0.0167
431.0,0.1,5853110000.0,0.0013
431.0,1.0,222553000000.0,0.001
431.0,5.0,99646500000.0,0.0011
431.0,10.0,35391100000.0,0.0013
431.0,20.0,85536100.0,0.0177
