Cells,Value,Error
100.0,1.84788e-17,0.0008
101.0,3.76503e-18,0.0008
102.0,1.20321e-18,0.0008
103.0,4.18919e-19,0.0008
104.0,1.51027e-19,0.0008
105.0,5.45516e-20,0.0008
106.0,2.00472e-20,0.0008
107.0,7.39408e-21,0.0008
108.0,2.74325e-21,0.0008
109.0,1.01378e-21,0.0008
110.0,3.81666e-22,0.0009
111.0,1.47825e-22,0.001
112.0,5.70428e-23,0.001
113.0,2.20173e-23,0.0016
