Energy,Value,Error,Offset
5.0,0.0031608275631849437,0.0015,on-axis
6.0,0.30010658619943437,0.0016,on-axis
7.0,0.27732346070679226,0.0017,on-axis
8.0,0.2633642869200604,0.0017,on-axis
9.0,0.2651765581175803,0.0018,on-axis
10.0,0.2726619153355107,0.0018,on-axis
11.0,0.29168342832922123,0.002,on-axis
12.0,0.2982701906107423,0.002,on-axis
13.0,0.3123257661642708,0.002,on-axis
14.0,0.33851418775787007,0.0021,on-axis
15.0,0.373290739245009,0.002,on-axis
16.0,0.4502768189877623,0.0021,on-axis
17.0,0.5900144022061876,0.0021,on-axis
18.0,0.6460798597981737,0.0022,on-axis
19.0,0.6961149309275019,0.0023,on-axis
20.0,0.781926769939242,0.0024,on-axis
21.0,0.5515783858923891,0.0027,on-axis
22.0,0.5191722244797479,0.0029,on-axis
23.0,0.533092472143012,0.003,on-axis
24.0,0.5468212134394245,0.003,on-axis
25.0,0.5600902226532626,0.0031,on-axis
26.0,0.5654767141363028,0.0031,on-axis
27.0,0.5616087917845656,0.0032,on-axis
28.0,0.5640288357316106,0.0033,on-axis
29.0,0.5761282308198314,0.0034,on-axis
30.0,0.5817462335845602,0.0034,on-axis
31.0,0.5665172422638166,0.0036,on-axis
32.0,0.5385764112460449,0.0037,on-axis
33.0,0.5309593537657572,0.0038,on-axis
34.0,0.5603229373288753,0.0038,on-axis
35.0,0.6316128231265575,0.0036,on-axis
36.0,0.7152528486713644,0.0034,on-axis
37.0,0.7641161985211118,0.0033,on-axis
38.0,1.1035183493438294,0.0031,on-axis
39.0,2.872735426068201,0.0027,on-axis
40.0,5.8592750246012795,0.0022,on-axis
41.0,6.326021575412828,0.0023,on-axis
42.0,2.962591438627114,0.0035,on-axis
43.0,0.5275154104741743,0.0079,on-axis
44.0,0.03506345770804259,0.0334,on-axis
46.0,0.00418694308697935,0.0844,on-axis
