Energy,Value,Error,Offset
5.0,0.0603788333685568,0.0117,20 cm
6.0,6.314228664145391,0.0133,20 cm
7.0,5.9795519619694035,0.0149,20 cm
8.0,5.600600617585852,0.0165,20 cm
9.0,5.445894618230926,0.018,20 cm
10.0,5.512140827842086,0.0189,20 cm
11.0,5.736889817253166,0.0195,20 cm
12.0,5.614277315232258,0.0206,20 cm
13.0,5.836259336769647,0.0212,20 cm
14.0,5.899729641678533,0.022,20 cm
15.0,6.564199898327952,0.0218,20 cm
16.0,7.00538208857097,0.022,20 cm
17.0,8.761324756932488,0.0205,20 cm
18.0,8.980655086709827,0.021,20 cm
19.0,9.877352441147117,0.021,20 cm
20.0,11.313857043677274,0.0202,20 cm
21.0,8.52220948788089,0.0241,20 cm
22.0,7.567925229499129,0.0263,20 cm
23.0,8.25582561355601,0.026,20 cm
24.0,8.30750007556114,0.0265,20 cm
25.0,8.121087759087953,0.0269,20 cm
26.0,8.240518185808668,0.0276,20 cm
27.0,7.917869715806771,0.0287,20 cm
28.0,8.299245301176732,0.0288,20 cm
29.0,8.055638873668451,0.0299,20 cm
30.0,7.593015283269509,0.0315,20 cm
31.0,6.929436649492523,0.0332,20 cm
32.0,6.354213265724782,0.0354,20 cm
33.0,5.9409212216926655,0.0372,20 cm
34.0,6.2221629078714775,0.0373,20 cm
35.0,6.737688712703922,0.0364,20 cm
36.0,7.403922861420985,0.0351,20 cm
37.0,7.67123610383843,0.0355,20 cm
38.0,10.162422718112758,0.0307,20 cm
39.0,28.515038698448397,0.0187,20 cm
40.0,54.83452599298732,0.0136,20 cm
41.0,54.24051404436076,0.0139,20 cm
42.0,21.959658360471103,0.0219,20 cm
43.0,3.1272522087918415,0.0564,20 cm
44.0,0.247634158504624,0.2022,20 cm
46.0,0.04870830479555914,0.394,20 cm
48.0,0.0,0.0,20 cm
5.0,0.006128728628515118,0.0359,40 cm
6.0,0.6120505000190964,0.0415,40 cm
7.0,0.6061303142140142,0.0457,40 cm
8.0,0.49728006796662,0.0545,40 cm
9.0,0.4825236476821934,0.0569,40 cm
10.0,0.5153562476510776,0.0604,40 cm
11.0,0.5550939061138909,0.0619,40 cm
12.0,0.5530725022974357,0.0647,40 cm
13.0,0.5641800647747235,0.068,40 cm
14.0,0.5983377862238953,0.0685,40 cm
15.0,0.6560634312569624,0.0664,40 cm
16.0,0.5927653644007829,0.0723,40 cm
17.0,0.8264298976033819,0.0658,40 cm
18.0,0.8378696465248702,0.0667,40 cm
19.0,0.8981467672853515,0.0676,40 cm
20.0,0.9934748900115155,0.0671,40 cm
21.0,0.6729491601213075,0.0845,40 cm
22.0,0.6449696886493549,0.089,40 cm
23.0,0.6194804976770009,0.0939,40 cm
24.0,0.694010046927386,0.0909,40 cm
25.0,0.6629930829707731,0.0924,40 cm
26.0,0.7263712897993682,0.0962,40 cm
27.0,0.7491243852689793,0.0932,40 cm
28.0,0.731290151076076,0.0993,40 cm
29.0,0.504329848383648,0.111,40 cm
30.0,0.4933726975098348,0.1159,40 cm
31.0,0.5292373823939152,0.1154,40 cm
32.0,0.4243670044832236,0.1388,40 cm
33.0,0.47734833403277255,0.1252,40 cm
34.0,0.5519720075149729,0.1245,40 cm
35.0,0.6871815320873503,0.1102,40 cm
36.0,0.6164131851673942,0.1175,40 cm
37.0,0.5417903567513682,0.1278,40 cm
38.0,1.0901091440481725,0.0929,40 cm
39.0,2.352852957253111,0.0646,40 cm
40.0,3.115147253227437,0.0569,40 cm
41.0,2.219015902001637,0.0685,40 cm
42.0,0.6100578289777079,0.1323,40 cm
43.0,0.03463513693709374,0.5397,40 cm
44.0,0.01698178257518118,0.7161,40 cm
46.0,0.0,0.0,40 cm
48.0,0.0,0.0,40 cm
