Energy,Value,Error,Offset
4.0,3.7594688588719953,0.0013,on-axis
5.0,381.959951331887,0.0014,on-axis
6.0,472.2102065928317,0.0015,on-axis
7.0,614.103681580135,0.0015,on-axis
8.0,583.8956553028668,0.0016,on-axis
9.0,638.4111224588287,0.0017,on-axis
10.0,706.4952134606483,0.0017,on-axis
11.0,766.4931505740897,0.0017,on-axis
12.0,714.2134988555189,0.0019,on-axis
13.0,826.6924236232114,0.0018,on-axis
14.0,914.5642233930178,0.0018,on-axis
15.0,974.3513866170057,0.0019,on-axis
16.0,1054.1363328574143,0.0019,on-axis
17.0,1171.6625666561092,0.0018,on-axis
18.0,1261.9122042464437,0.0018,on-axis
19.0,1323.2990029641862,0.0019,on-axis
20.0,1357.105267484931,0.0019,on-axis
21.0,1417.9005374887079,0.0019,on-axis
22.0,1506.9814367692738,0.0019,on-axis
23.0,1587.8200529737978,0.0019,on-axis
24.0,1649.688347951588,0.0019,on-axis
25.0,1717.6328796283826,0.0019,on-axis
26.0,1761.2173376358116,0.002,on-axis
27.0,1812.9625166770554,0.002,on-axis
28.0,1822.947334408142,0.002,on-axis
29.0,1896.548786364699,0.002,on-axis
30.0,1898.9366804168865,0.0021,on-axis
31.0,1792.525696686232,0.0022,on-axis
32.0,1720.4453379090328,0.0022,on-axis
33.0,1757.536068682303,0.0022,on-axis
34.0,1680.8582701960686,0.0023,on-axis
35.0,1484.617343935499,0.0025,on-axis
36.0,1342.6490075092543,0.0027,on-axis
37.0,1285.4568845602437,0.0027,on-axis
38.0,2176.303520107345,0.0021,on-axis
39.0,9373.375967636775,0.0011,on-axis
40.0,24629.146424798277,0.0007,on-axis
41.0,31404.412844608436,0.0006,on-axis
42.0,18022.204395959277,0.0008,on-axis
43.0,4031.4702382323226,0.0018,on-axis
44.0,217.0036775559861,0.0079,on-axis
4.0,0.7396359387805254,0.003,20 cm
5.0,73.20354948101875,0.0033,20 cm
6.0,75.82482424512949,0.0036,20 cm
7.0,76.62048596370478,0.0039,20 cm
8.0,65.93880155776202,0.0045,20 cm
9.0,64.74710010232862,0.0049,20 cm
10.0,66.33661534742903,0.0051,20 cm
11.0,69.8309457989081,0.0053,20 cm
12.0,63.80671346761581,0.0058,20 cm
13.0,70.7264929503588,0.0058,20 cm
14.0,74.01160550747225,0.006,20 cm
15.0,75.99872112862667,0.0062,20 cm
16.0,76.62818906956623,0.0064,20 cm
17.0,84.41157811252043,0.0064,20 cm
18.0,89.70840258720183,0.0064,20 cm
19.0,90.42576787070496,0.0066,20 cm
20.0,91.65311092088945,0.0068,20 cm
21.0,92.30098067227765,0.007,20 cm
22.0,94.19751778228498,0.0071,20 cm
23.0,95.40004163484976,0.0072,20 cm
24.0,97.0471668130506,0.0074,20 cm
25.0,98.87635446125103,0.0075,20 cm
26.0,99.38906477211447,0.0077,20 cm
27.0,99.86585176771615,0.0078,20 cm
28.0,101.20617059236547,0.008,20 cm
29.0,103.65497848364735,0.0081,20 cm
30.0,108.11275056265785,0.0082,20 cm
31.0,113.69930298574053,0.0082,20 cm
32.0,125.21206257373942,0.008,20 cm
33.0,129.7291135077166,0.0079,20 cm
34.0,104.13204158037507,0.009,20 cm
35.0,80.56738350042431,0.0104,20 cm
36.0,81.98715299954921,0.0105,20 cm
37.0,117.38578159598423,0.009,20 cm
38.0,247.6574474374768,0.0063,20 cm
39.0,544.0976072819889,0.0043,20 cm
40.0,788.0698049523381,0.0036,20 cm
41.0,601.7629744774,0.0042,20 cm
42.0,187.74811976878792,0.0075,20 cm
43.0,17.198021484436737,0.0244,20 cm
44.0,1.2740153888276515,0.093,20 cm
4.0,0.11719904030915786,0.0073,40 cm
5.0,11.754316826779721,0.0079,40 cm
6.0,11.80118268972209,0.0089,40 cm
7.0,11.867154929514108,0.0098,40 cm
8.0,9.55310938444997,0.0116,40 cm
9.0,9.240719547891974,0.0126,40 cm
10.0,9.427393115897473,0.0132,40 cm
11.0,9.982459396816987,0.0137,40 cm
12.0,8.466582480217514,0.0155,40 cm
13.0,9.414174281477154,0.0155,40 cm
14.0,9.74595551611956,0.016,40 cm
15.0,9.909849891221146,0.0165,40 cm
16.0,10.424208490397998,0.0169,40 cm
17.0,11.20013584671843,0.0171,40 cm
18.0,11.802864262277549,0.0172,40 cm
19.0,11.530257804144409,0.018,40 cm
20.0,11.537512009437952,0.0188,40 cm
21.0,11.080184074041272,0.0198,40 cm
22.0,11.752618578010901,0.0198,40 cm
23.0,11.734945249218617,0.0204,40 cm
24.0,11.80988143017627,0.0209,40 cm
25.0,11.8574069123405,0.0214,40 cm
26.0,11.665698127718032,0.022,40 cm
27.0,11.589909875685246,0.0227,40 cm
28.0,11.352811253324267,0.0233,40 cm
29.0,12.311192691625424,0.0232,40 cm
30.0,13.545840154845056,0.0227,40 cm
31.0,15.036647275028669,0.0224,40 cm
32.0,15.684706033170272,0.0222,40 cm
33.0,13.322226287493397,0.0244,40 cm
34.0,10.302126407283797,0.0283,40 cm
35.0,9.047577969344573,0.0309,40 cm
36.0,12.956039687067074,0.0263,40 cm
37.0,22.38094739568798,0.0205,40 cm
38.0,36.94277306508879,0.0161,40 cm
39.0,49.69608576176476,0.0141,40 cm
40.0,41.67935868124095,0.0155,40 cm
41.0,18.95238903081826,0.0231,40 cm
42.0,3.832708883181929,0.0514,40 cm
43.0,0.22086570927091778,0.2395,40 cm
44.0,0.019696628505834337,0.5436,40 cm
