Energy,Value,Error,Offset
4.0,0.6170862830935443,0.0032,on-axis
5.0,61.77682446484469,0.0035,on-axis
6.0,66.43591801757603,0.0038,on-axis
7.0,79.03435790002693,0.004,on-axis
8.0,69.88229371829608,0.0045,on-axis
9.0,74.08554170277134,0.0047,on-axis
10.0,80.63200855612884,0.0049,on-axis
11.0,85.94496429255811,0.005,on-axis
12.0,75.1831568046518,0.0055,on-axis
13.0,87.42232994591103,0.0054,on-axis
14.0,95.390681927396,0.0054,on-axis
15.0,98.53815116661411,0.0056,on-axis
16.0,107.80088972242959,0.0056,on-axis
17.0,122.03408084591779,0.0055,on-axis
18.0,129.41314328128055,0.0056,on-axis
19.0,135.35039952244009,0.0056,on-axis
20.0,138.82262944936278,0.0057,on-axis
21.0,143.55536857136042,0.0058,on-axis
22.0,151.64999202426085,0.0058,on-axis
23.0,158.69696929922387,0.0059,on-axis
24.0,167.355839503433,0.0059,on-axis
25.0,177.7968001146708,0.0058,on-axis
26.0,186.01191598653105,0.0058,on-axis
27.0,194.78076616983967,0.0058,on-axis
28.0,200.9222804113307,0.0059,on-axis
29.0,221.31598474405988,0.0057,on-axis
30.0,223.6233925964576,0.0059,on-axis
31.0,223.65323654197957,0.006,on-axis
32.0,231.67973461834958,0.006,on-axis
33.0,249.0252502468829,0.0059,on-axis
34.0,237.86114511972147,0.0061,on-axis
35.0,205.95575354002796,0.0067,on-axis
36.0,188.3899463362144,0.0071,on-axis
37.0,210.14363386267559,0.0067,on-axis
38.0,407.7470846321088,0.0049,on-axis
39.0,1396.2317947373358,0.0028,on-axis
40.0,3248.823912837941,0.0019,on-axis
41.0,3839.64230811973,0.0018,on-axis
42.0,2065.2928093842593,0.0025,on-axis
43.0,440.44117807344463,0.0054,on-axis
44.0,26.91322166704982,0.0222,on-axis
4.0,0.2446941851598549,0.0051,20 cm
5.0,24.353829487762294,0.0055,20 cm
6.0,24.53445483166432,0.0062,20 cm
7.0,25.249256145750365,0.0067,20 cm
8.0,21.46169483949278,0.0078,20 cm
9.0,21.657108647137782,0.0084,20 cm
10.0,21.8955838019253,0.0088,20 cm
11.0,23.110542908660513,0.0091,20 cm
12.0,20.96323564925763,0.01,20 cm
13.0,23.58828249165079,0.0099,20 cm
14.0,24.743761658952742,0.0102,20 cm
15.0,25.21941705715318,0.0105,20 cm
16.0,26.93182256678857,0.0107,20 cm
17.0,30.108888852567905,0.0106,20 cm
18.0,32.118805905647754,0.0106,20 cm
19.0,32.717050339194856,0.0109,20 cm
20.0,33.36985897352381,0.0112,20 cm
21.0,33.80209983046667,0.0115,20 cm
22.0,34.798569559933185,0.0116,20 cm
23.0,36.10790455029404,0.0118,20 cm
24.0,36.86781521467535,0.0119,20 cm
25.0,39.256778578147284,0.0119,20 cm
26.0,40.95845972310174,0.012,20 cm
27.0,43.35282938568065,0.0119,20 cm
28.0,45.355426165354594,0.012,20 cm
29.0,49.73594636470374,0.0118,20 cm
30.0,50.77053748057991,0.012,20 cm
31.0,54.70813336454526,0.012,20 cm
32.0,61.97891896236674,0.0115,20 cm
33.0,65.2636252646912,0.0113,20 cm
34.0,55.40321045208092,0.0126,20 cm
35.0,46.53620643583352,0.014,20 cm
36.0,46.550556503807435,0.0141,20 cm
37.0,64.60825824522698,0.0122,20 cm
38.0,135.4187243306178,0.0086,20 cm
39.0,329.32703808488264,0.0057,20 cm
40.0,519.2669131607994,0.0046,20 cm
41.0,443.6306591661158,0.0051,20 cm
42.0,155.95111344280863,0.0086,20 cm
43.0,18.40904560786452,0.0255,20 cm
44.0,1.3644566055455474,0.095,20 cm
4.0,0.061915902186339467,0.0099,40 cm
5.0,6.204929480800234,0.0106,40 cm
6.0,6.111345359228228,0.0122,40 cm
7.0,6.242495985605376,0.0132,40 cm
8.0,4.977878137383626,0.0158,40 cm
9.0,4.976794805239262,0.0169,40 cm
10.0,4.98227440063793,0.018,40 cm
11.0,5.238496045491081,0.0187,40 cm
12.0,4.738725144519228,0.0204,40 cm
13.0,5.414322086248998,0.0204,40 cm
14.0,5.396652861724736,0.0212,40 cm
15.0,5.540934762692133,0.022,40 cm
16.0,5.726440480596184,0.0225,40 cm
17.0,6.739011110651505,0.0217,40 cm
18.0,6.987842614359695,0.0222,40 cm
19.0,7.060877016253819,0.0229,40 cm
20.0,6.982667116170468,0.0238,40 cm
21.0,7.085731435529712,0.0245,40 cm
22.0,7.525642354630002,0.0245,40 cm
23.0,7.4208530983299665,0.0253,40 cm
24.0,7.598283123946334,0.0254,40 cm
25.0,7.861938246078468,0.0256,40 cm
26.0,8.319022622685344,0.0257,40 cm
27.0,8.445634074639388,0.0262,40 cm
28.0,9.43665744163997,0.0255,40 cm
29.0,9.618817468689054,0.026,40 cm
30.0,11.561358717428734,0.025,40 cm
31.0,11.960357398607833,0.0252,40 cm
32.0,13.821228059560562,0.0237,40 cm
33.0,12.750531398033091,0.0252,40 cm
34.0,10.12043590062272,0.0288,40 cm
35.0,8.55105423699252,0.0319,40 cm
36.0,11.097134120800586,0.0287,40 cm
37.0,17.842273825421795,0.023,40 cm
38.0,34.99881327499528,0.0167,40 cm
39.0,57.39180305831965,0.0133,40 cm
40.0,61.88489939461682,0.013,40 cm
41.0,34.982001067672655,0.0174,40 cm
42.0,8.813965987505545,0.0354,40 cm
43.0,0.6134166969945484,0.1343,40 cm
44.0,0.03844238889053882,0.4827,40 cm
