Energy,Value,Error,Offset
5 - 10,351.21493580351506,0.0018682968669766055,on-axis
10 - 20,1017.7098060653279,0.0017629617632645333,on-axis
20 - 30,1740.908546274073,0.001856428365285738,on-axis
30 - 40,3574.3109722317536,0.0016477964581077685,on-axis
40 - 50,9621.113430082425,0.0011316489930156784,on-axis
5 - 10,117.25634395180754,0.0030845725506361355,20 cm
10 - 20,261.39739123179925,0.0032945504123606728,20 cm
20 - 30,393.60568834588105,0.003763515049523758,20 cm
30 - 40,910.5652091246325,0.003238906648978887,20 cm
40 - 50,1138.622187983134,0.0031495498896829586,20 cm
5 - 10,28.513443768256725,0.006067910092548619,40 cm
10 - 20,57.82557652317531,0.006815639414502901,40 cm
20 - 30,80.29524698233871,0.00806996547520563,40 cm
30 - 40,190.09498999078278,0.00693589341183438,40 cm
40 - 50,106.33272553568011,0.009962540628917388,40 cm
