Energy,Value,Error,Offset
5.0,0.4628766511714613,0.0042,20 cm
6.0,47.044135377218325,0.0049,20 cm
7.0,45.481278498781265,0.0054,20 cm
8.0,42.380296413988916,0.006,20 cm
9.0,41.73291996260074,0.0065,20 cm
10.0,41.08635927768871,0.0069,20 cm
11.0,42.207768448858324,0.0072,20 cm
12.0,42.05392589564595,0.0075,20 cm
13.0,42.580768430536764,0.0078,20 cm
14.0,44.066379163985694,0.0081,20 cm
15.0,46.581768967361015,0.0082,20 cm
16.0,52.4525498931722,0.008,20 cm
17.0,66.62095166926213,0.0075,20 cm
18.0,68.71079402233339,0.0076,20 cm
19.0,71.21542238599974,0.0077,20 cm
20.0,82.32479606583632,0.0075,20 cm
21.0,63.25209296863746,0.0088,20 cm
22.0,57.340479438687545,0.0095,20 cm
23.0,59.80617744377856,0.0096,20 cm
24.0,59.47751253315083,0.0098,20 cm
25.0,59.976981251740504,0.01,20 cm
26.0,60.22659482932877,0.0102,20 cm
27.0,59.74457882360725,0.0105,20 cm
28.0,58.1456414956211,0.0108,20 cm
29.0,56.45584180517861,0.0111,20 cm
30.0,54.70929524828955,0.0115,20 cm
31.0,49.679133943286466,0.0122,20 cm
32.0,45.480919743310416,0.013,20 cm
33.0,42.518994967716836,0.0138,20 cm
34.0,42.614530209996545,0.014,20 cm
35.0,45.31050726189699,0.0138,20 cm
36.0,50.580959963885284,0.0133,20 cm
37.0,51.056291027378585,0.0134,20 cm
38.0,70.42120144657818,0.0116,20 cm
39.0,190.41452865264185,0.0071,20 cm
40.0,352.5806817690978,0.0053,20 cm
41.0,325.0899422092807,0.0055,20 cm
42.0,115.29926560731201,0.0092,20 cm
43.0,12.9660242485067,0.0267,20 cm
44.0,0.8937116384599313,0.1044,20 cm
5.0,0.03557875881253585,0.0147,40 cm
6.0,3.6647449251165836,0.0172,40 cm
7.0,3.4668416681578567,0.0191,40 cm
8.0,3.226709401672733,0.0214,40 cm
9.0,3.4707799618326822,0.022,40 cm
10.0,3.362692350050988,0.0236,40 cm
11.0,3.432456015418773,0.0248,40 cm
12.0,3.259102542806534,0.0266,40 cm
13.0,3.4782931274081363,0.0269,40 cm
14.0,3.6157783327841693,0.0279,40 cm
15.0,3.975410706769517,0.0274,40 cm
16.0,4.4008135760436,0.0273,40 cm
17.0,5.483564103815629,0.0259,40 cm
18.0,5.641164237042618,0.0261,40 cm
19.0,5.915506521061657,0.0263,40 cm
20.0,6.615328651660121,0.0259,40 cm
21.0,4.651880227576657,0.032,40 cm
22.0,4.354512723939378,0.0342,40 cm
23.0,4.555477404913208,0.0342,40 cm
24.0,4.5036122299865236,0.0353,40 cm
25.0,4.739552838458185,0.0351,40 cm
26.0,4.735737447559912,0.0364,40 cm
27.0,4.560294231629948,0.0378,40 cm
28.0,4.381284618034342,0.0391,40 cm
29.0,4.377692284764467,0.0399,40 cm
30.0,4.268713166418547,0.0416,40 cm
31.0,3.79288417236576,0.0443,40 cm
32.0,3.5463186201965864,0.0464,40 cm
33.0,3.3938372036094555,0.0487,40 cm
34.0,3.494627969656484,0.0487,40 cm
35.0,4.013966433531813,0.0464,40 cm
36.0,4.058695089086856,0.0464,40 cm
37.0,4.572835433172938,0.0452,40 cm
38.0,7.145576513256021,0.0364,40 cm
39.0,14.874716646364607,0.0256,40 cm
40.0,18.45985245997632,0.0232,40 cm
41.0,11.832526790378207,0.029,40 cm
42.0,2.8054592923351125,0.0598,40 cm
43.0,0.13557809443577304,0.2794,40 cm
44.0,0.026654799548676878,0.6451,40 cm
