Energy,Value,Error,Offset
5 - 10,177.1015069037607,0.0028328433465227287,20 cm
10 - 20,517.576688154844,0.0024855224874998617,20 cm
20 - 30,616.7506966555669,0.0030656284788757467,20 cm
30 - 40,642.7863624649807,0.0036879734357481704,20 cm
40 - 50,806.8296254726571,0.0034930147908487797,20 cm
5 - 10,13.86465471559239,0.009930525911081333,40 cm
10 - 20,42.56478151320162,0.008546749595468679,40 cm
20 - 30,47.475372658522744,0.010949030835201604,40 cm
30 - 40,53.16217124765907,0.012877269219856484,40 cm
40 - 50,33.26007143667409,0.01729877701605449,40 cm
