Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,6.5755e-17,0.5978
6.70248,1.22114e-13,0.1089
6.74184,1.31189e-11,0.0112
6.7812,2.9317e-10,0.0057
6.82056,6.38661e-10,0.0026
6.85992,3.84293e-10,0.0063
6.89928,2.29884e-10,0.0138
6.93864,1.69831e-10,0.0113
6.978,1.32921e-10,0.0175
7.01736,1.11528e-10,0.0185
7.05672,9.31439e-11,0.0151
7.09608,7.45036e-11,0.0165
7.13544,6.23209e-11,0.0198
7.1748,5.2247e-11,0.0175
7.21416,4.44227e-11,0.017
7.25352,4.03761e-11,0.0284
7.29288,3.41635e-11,0.0279
7.33224,2.9747e-11,0.0228
7.3716,2.78449e-11,0.0431
7.41096,2.47748e-11,0.0441
7.45032,2.21033e-11,0.053
7.48968,2.42351e-11,0.0869
7.52904,2.28201e-11,0.162
7.5684,1.8386e-11,0.0746
7.60776,2.12967e-11,0.1049
7.80456,8.45833e-11,0.0505
8.00136,8.0348e-11,0.0674
8.19816,9.23869e-11,0.0691
8.39496,1.03867e-10,0.0586
8.59176,8.73554e-11,0.0501
8.78856,7.42473e-11,0.0434
8.98536,7.93144e-11,0.0439
9.18216,6.6975e-11,0.0386
9.37896,6.29314e-11,0.0394
9.57576,5.96742e-11,0.0572
9.77256,6.31744e-11,0.0474
9.96936,6.30441e-11,0.0826
10.1662,6.11612e-11,0.059
10.363,5.72388e-11,0.0364
10.5598,5.56185e-11,0.0333
10.7566,5.72337e-11,0.0388
10.9534,6.28977e-11,0.0649
11.1502,5.7214e-11,0.0394
11.347,5.79228e-11,0.0328
11.5438,5.88137e-11,0.0326
11.7406,6.07593e-11,0.0356
11.9374,6.39109e-11,0.0392
12.1342,6.43663e-11,0.0244
12.331,7.09006e-11,0.0414
12.5278,6.58426e-11,0.0257
12.7246,7.28479e-11,0.0305
12.9214,7.14204e-11,0.0256
13.1182,7.76394e-11,0.0257
13.315,8.31633e-11,0.0247
13.5118,8.54942e-11,0.0222
13.7086,9.13716e-11,0.0216
13.9054,9.56238e-11,0.0196
14.1022,9.91632e-11,0.0241
14.299,1.02325e-10,0.0229
14.4958,1.06433e-10,0.0254
14.6926,1.03582e-10,0.0195
14.8894,1.07847e-10,0.0198
15.0862,1.1208e-10,0.0268
15.283,1.12263e-10,0.0205
15.4798,1.10743e-10,0.0191
15.6766,1.15286e-10,0.0216
15.8734,1.24245e-10,0.0225
16.0702,1.31571e-10,0.0235
16.267,1.34935e-10,0.0185
16.4638,1.46633e-10,0.028
16.6606,1.43561e-10,0.0171
16.8574,1.45757e-10,0.0177
17.0542,1.48191e-10,0.0193
17.251,1.54556e-10,0.0189
17.4478,1.55741e-10,0.0251
17.6446,1.57003e-10,0.0229
17.8414,1.64792e-10,0.032
18.0382,1.64562e-10,0.0241
18.235,1.66585e-10,0.0171
18.4318,1.744e-10,0.0168
18.6286,1.74536e-10,0.0156
18.8254,1.87151e-10,0.033
19.0222,1.94768e-10,0.0277
19.219,1.83738e-10,0.0216
19.4158,1.84773e-10,0.0314
19.6126,1.705e-10,0.014
19.8094,1.72554e-10,0.0193
20.0062,1.68787e-10,0.0164
20.203,1.65543e-10,0.0153
20.3998,1.5828e-10,0.0134
20.5966,1.64054e-10,0.0226
20.7934,1.60907e-10,0.019
20.9902,1.59165e-10,0.0182
21.187,1.51844e-10,0.0172
21.3838,1.54983e-10,0.0195
21.5806,1.47849e-10,0.0173
21.7774,1.50495e-10,0.0175
21.9742,1.48772e-10,0.0173
22.171,1.54613e-10,0.0228
22.3678,1.52746e-10,0.015
22.5646,1.52825e-10,0.0153
22.7614,1.52263e-10,0.0162
22.9582,1.46947e-10,0.0131
23.155,1.47511e-10,0.0148
23.3518,1.38323e-10,0.014
23.5486,1.33812e-10,0.0131
23.7454,1.32657e-10,0.0203
23.9422,1.26907e-10,0.0175
24.139,1.22063e-10,0.0177
24.3358,1.17982e-10,0.0187
24.5326,1.12776e-10,0.0426
24.7294,1.04525e-10,0.0196
24.9262,1.02118e-10,0.0225
25.123,9.43897e-11,0.0184
25.3198,9.33573e-11,0.0251
25.5166,8.28605e-11,0.0195
25.7134,7.67256e-11,0.0191
25.9102,7.67942e-11,0.0261
26.107,7.07596e-11,0.0234
26.3038,6.19526e-11,0.0223
26.5006,5.94799e-11,0.0291
26.6974,5.58301e-11,0.0302
26.8942,4.98577e-11,0.032
27.091,4.82654e-11,0.0376
27.2878,3.96066e-11,0.0315
27.4846,4.50421e-11,0.0654
total,1.37892e-08,0.0032
