Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,9.75592e-17,0.4641
6.70955,2.46563e-13,0.0697
6.7489,3.46922e-11,0.0079
6.78825,3.45906e-10,0.003
6.8276,7.23787e-10,0.0027
6.86695,5.0387e-10,0.0055
6.9063,2.79611e-10,0.0107
6.94565,1.7855e-10,0.0185
6.985,1.28124e-10,0.0196
7.02435,1.06145e-10,0.019
7.0637,8.96016e-11,0.0177
7.10305,7.41479e-11,0.0163
7.1424,5.99499e-11,0.0168
7.18175,5.51816e-11,0.051
7.2211,4.38525e-11,0.0226
7.26045,3.94465e-11,0.0293
7.2998,3.82392e-11,0.1126
7.33915,3.02506e-11,0.0246
7.3785,3.20106e-11,0.1051
7.41785,2.31076e-11,0.0302
7.4572,2.4241e-11,0.0689
7.49655,2.53835e-11,0.0876
7.5359,2.27761e-11,0.111
7.57525,1.77187e-11,0.0577
7.6146,2.61464e-11,0.1174
7.81135,9.84792e-11,0.0573
8.0081,9.79184e-11,0.0712
8.20485,1.06891e-10,0.0781
8.4016,1.14717e-10,0.052
8.59835,1.01567e-10,0.0475
8.7951,9.40441e-11,0.0478
8.99185,8.20684e-11,0.0448
9.1886,7.57555e-11,0.0427
9.38535,6.87072e-11,0.0404
9.5821,6.80751e-11,0.0551
9.77885,6.54022e-11,0.057
9.9756,6.99794e-11,0.0788
10.1723,6.24298e-11,0.0573
10.3691,5.70377e-11,0.0363
10.5659,5.9841e-11,0.0398
10.7626,6.85855e-11,0.0636
10.9593,6.2248e-11,0.0542
11.1561,6.17319e-11,0.041
11.3529,5.78228e-11,0.0268
11.5496,6.21221e-11,0.0278
11.7463,6.54499e-11,0.0328
11.9431,7.09478e-11,0.0431
12.1399,6.9555e-11,0.0322
12.3366,7.30412e-11,0.0288
12.5333,6.98949e-11,0.034
12.7301,7.44081e-11,0.0278
12.9269,7.53208e-11,0.0285
13.1236,7.84373e-11,0.0213
13.3204,8.69149e-11,0.026
13.5171,9.20408e-11,0.024
13.7138,9.83275e-11,0.0294
13.9106,1.06313e-10,0.0426
14.1073,1.04561e-10,0.0276
14.3041,1.09236e-10,0.0366
14.5009,1.10834e-10,0.027
14.6976,1.14397e-10,0.0314
14.8944,1.12473e-10,0.0208
15.0911,1.1546e-10,0.0229
15.2879,1.16813e-10,0.0212
15.4846,1.17573e-10,0.0213
15.6813,1.20609e-10,0.0202
15.8781,1.27165e-10,0.0179
16.0749,1.33414e-10,0.025
16.2716,1.42777e-10,0.0211
16.4683,1.50162e-10,0.0249
16.6651,1.45522e-10,0.0169
16.8619,1.46032e-10,0.0223
17.0586,1.50365e-10,0.0186
17.2553,1.57188e-10,0.0179
17.4521,1.62406e-10,0.0284
17.6489,1.62089e-10,0.0224
17.8456,1.68223e-10,0.0309
18.0423,1.69539e-10,0.016
18.2391,1.77164e-10,0.0179
18.4359,1.77435e-10,0.0151
18.6326,1.79673e-10,0.0158
18.8293,1.94584e-10,0.0339
19.0261,1.93829e-10,0.0234
19.2229,1.90514e-10,0.0244
19.4196,1.79663e-10,0.0167
19.6163,1.70557e-10,0.0124
19.8131,1.75839e-10,0.0222
20.0099,1.75118e-10,0.017
20.2066,1.68089e-10,0.0204
20.4033,1.66597e-10,0.0218
20.6001,1.6926e-10,0.0221
20.7969,1.60592e-10,0.0161
20.9936,1.61387e-10,0.0208
21.1903,1.52932e-10,0.018
21.3871,1.53783e-10,0.0156
21.5839,1.51811e-10,0.0184
21.7806,1.49615e-10,0.0158
21.9773,1.47617e-10,0.0165
22.1741,1.54136e-10,0.0175
22.3709,1.55978e-10,0.0163
22.5676,1.56006e-10,0.0182
22.7643,1.54872e-10,0.0156
22.9611,1.51235e-10,0.0137
23.1578,1.45764e-10,0.0145
23.3546,1.40264e-10,0.0145
23.5513,1.40516e-10,0.0201
23.7481,1.32409e-10,0.0163
23.9449,1.29921e-10,0.0219
24.1416,1.24631e-10,0.0205
24.3383,1.14572e-10,0.0169
24.5351,1.12201e-10,0.0425
24.7318,1.03343e-10,0.017
24.9286,1.0077e-10,0.0189
25.1254,9.43947e-11,0.0177
25.3221,9.19442e-11,0.023
25.5189,8.23884e-11,0.0186
25.7156,7.65449e-11,0.0191
25.9124,7.85841e-11,0.0281
26.1091,6.95523e-11,0.0236
26.3058,6.12866e-11,0.0221
26.5026,5.72612e-11,0.0272
26.6993,5.40915e-11,0.0278
26.8961,5.06544e-11,0.0322
27.0929,4.71945e-11,0.032
27.2896,4.32391e-11,0.0471
27.4863,4.06613e-11,0.0384
total,1.44964e-08,0.0033
