Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,1.62263e-16,0.5816
6.70955,2.36808e-13,0.0775
6.7489,3.49346e-11,0.0077
6.78825,3.48632e-10,0.0068
6.8276,6.47631e-10,0.0027
6.86695,3.47843e-10,0.0076
6.9063,2.13715e-10,0.0127
6.94565,1.6208e-10,0.0141
6.985,1.18771e-10,0.0129
7.02435,9.96011e-11,0.0223
7.0637,8.19515e-11,0.0134
7.10305,7.04325e-11,0.0214
7.1424,5.90815e-11,0.0202
7.18175,5.01295e-11,0.022
7.2211,4.28262e-11,0.029
7.26045,3.60843e-11,0.023
7.2998,3.23172e-11,0.0353
7.33915,2.93163e-11,0.0376
7.3785,2.59656e-11,0.0341
7.41785,2.53305e-11,0.0642
7.4572,2.16806e-11,0.0462
7.49655,1.86337e-11,0.0477
7.5359,1.974e-11,0.0814
7.57525,1.7733e-11,0.0808
7.6146,2.25063e-11,0.1038
7.81135,8.33904e-11,0.0513
8.0081,8.82064e-11,0.0653
8.20485,9.28767e-11,0.0677
8.4016,9.3207e-11,0.0636
8.59835,8.03192e-11,0.0453
8.7951,7.70285e-11,0.0478
8.99185,7.05578e-11,0.0579
9.1886,6.57891e-11,0.0422
9.38535,6.33629e-11,0.0443
9.5821,6.00123e-11,0.0484
9.77885,5.50678e-11,0.0525
9.9756,5.3647e-11,0.0341
10.1723,5.44102e-11,0.0447
10.3691,4.972e-11,0.032
10.5659,5.57672e-11,0.0631
10.7626,5.88627e-11,0.0613
10.9593,5.62545e-11,0.0473
11.1561,5.7861e-11,0.0503
11.3529,5.68584e-11,0.0376
11.5496,6.13068e-11,0.0447
11.7463,5.97669e-11,0.0331
11.9431,6.46001e-11,0.0338
12.1399,6.88134e-11,0.0305
12.3366,6.90413e-11,0.0473
12.5333,6.57076e-11,0.0292
12.7301,7.01681e-11,0.0369
12.9269,7.33467e-11,0.0356
13.1236,7.34231e-11,0.0268
13.3204,8.13557e-11,0.0266
13.5171,8.56092e-11,0.0251
13.7138,9.17105e-11,0.027
13.9106,9.65484e-11,0.0319
14.1073,9.42276e-11,0.0224
14.3041,9.73799e-11,0.0241
14.5009,1.00906e-10,0.0224
14.6976,1.02923e-10,0.0225
14.8944,1.06455e-10,0.0227
15.0911,1.0538e-10,0.0215
15.2879,1.07485e-10,0.0197
15.4846,1.13153e-10,0.0251
15.6813,1.18677e-10,0.0277
15.8781,1.1669e-10,0.0191
16.0749,1.2543e-10,0.0218
16.2716,1.3523e-10,0.0281
16.4683,1.36705e-10,0.0198
16.6651,1.38486e-10,0.0155
16.8619,1.47122e-10,0.0233
17.0586,1.45836e-10,0.0205
17.2553,1.4846e-10,0.0179
17.4521,1.4564e-10,0.0187
17.6489,1.52333e-10,0.0198
17.8456,1.55554e-10,0.0147
18.0423,1.5858e-10,0.0174
18.2391,1.63736e-10,0.0143
18.4359,1.67353e-10,0.0154
18.6326,1.69569e-10,0.0141
18.8293,1.76534e-10,0.0147
19.0261,1.76501e-10,0.0154
19.2229,1.73162e-10,0.0187
19.4196,1.77707e-10,0.0261
19.6163,1.65092e-10,0.0146
19.8131,1.6516e-10,0.0197
20.0099,1.66168e-10,0.0177
20.2066,1.64253e-10,0.0178
20.4033,1.65883e-10,0.0199
20.6001,1.6362e-10,0.0263
20.7969,1.57658e-10,0.0207
20.9936,1.53807e-10,0.0172
21.1903,1.53472e-10,0.0198
21.3871,1.53248e-10,0.0206
21.5839,1.52147e-10,0.0208
21.7806,1.49403e-10,0.0186
21.9773,1.46906e-10,0.018
22.1741,1.53938e-10,0.0203
22.3709,1.50319e-10,0.0151
22.5676,1.51985e-10,0.0165
22.7643,1.47058e-10,0.0144
22.9611,1.45845e-10,0.0165
23.1578,1.44779e-10,0.0143
23.3546,1.44231e-10,0.0211
23.5513,1.35087e-10,0.0146
23.7481,1.31862e-10,0.0199
23.9449,1.23499e-10,0.0157
24.1416,1.20863e-10,0.0192
24.3383,1.15377e-10,0.0199
24.5351,1.03607e-10,0.0169
24.7318,1.01159e-10,0.0184
24.9286,1.01378e-10,0.0247
25.1254,9.23789e-11,0.017
25.3221,8.85835e-11,0.0227
25.5189,8.18394e-11,0.0201
25.7156,7.73461e-11,0.0225
25.9124,7.55315e-11,0.0297
26.1091,6.72882e-11,0.0242
26.3058,6.36955e-11,0.0378
26.5026,6.16064e-11,0.0386
26.6993,5.56642e-11,0.032
26.8961,4.8959e-11,0.0263
27.0929,5.17355e-11,0.0475
27.2896,4.07352e-11,0.04
27.4863,3.82296e-11,0.0317
total,1.34904e-08,0.0031
