Cells,Value,Error
5,3.48981e-05,0.0124
10,4.21886e-05,0.012
20,4.20417e-05,0.0119
30,3.18901e-05,0.0134
40,2.24791e-05,0.0167
50,1.30961e-05,0.0213
60,5.39897e-06,0.0303
