Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,9.459679878048713e-16,0.2926
6.70248,3.8607723577235494e-12,0.0433
6.74184,3.5506097560976153e-10,0.0052
6.7812,7.674161585365799e-09,0.0019
6.82056,1.6513567073170613e-08,0.0014
6.85992,9.625355691057059e-09,0.0029
6.89928,5.5183689024389845e-09,0.0051
6.93864,4.099415650406474e-09,0.0063
6.978,3.245172764227692e-09,0.0098
7.01736,2.639532520325184e-09,0.0074
7.05672,2.2103607723577077e-09,0.0067
7.09608,1.81528201219515e-09,0.0108
7.13544,1.4634730691056806e-09,0.0088
7.1748,1.2593572154471453e-09,0.0096
7.21416,1.1348526422764402e-09,0.0197
7.25352,9.58114837398367e-10,0.0114
7.29288,8.376753048780428e-10,0.0167
7.33224,7.552921747967595e-10,0.0164
7.3716,6.953582317073121e-10,0.0251
7.41096,6.194537601625972e-10,0.0231
7.45032,5.565650406504151e-10,0.0236
7.48968,5.148780487804841e-10,0.0469
7.52904,5.093419715447118e-10,0.0332
7.5684,4.852616869918774e-10,0.0358
7.60776,4.848501016260128e-10,0.0485
7.80456,4.760421747967467e-10,0.0243
8.00136,4.83618394308944e-10,0.0355
8.19816,5.02738313008131e-10,0.0309
8.39496,5.16966463414635e-10,0.0264
8.59176,6.412855691056864e-10,0.2755
8.78856,3.9435569105691126e-10,0.0219
8.98536,3.8241463414634216e-10,0.0232
9.18216,3.4558892276422827e-10,0.0315
9.37896,3.205000000000006e-10,0.0262
9.57576,3.024126016260141e-10,0.0206
9.77256,3.0127693089430946e-10,0.0272
9.96936,2.9256859756097615e-10,0.0216
10.1662,3.0069752082909995e-10,0.0253
10.363,2.851778455284558e-10,0.0205
10.5598,2.9288109756097614e-10,0.0263
10.7566,2.826316056910549e-10,0.019
10.9534,2.9663058943089486e-10,0.0198
11.1502,2.971158536585371e-10,0.0168
11.347,3.0967378048780543e-10,0.0183
11.5438,3.0208841463414687e-10,0.0162
11.7406,3.227865853658513e-10,0.022
11.9374,3.204710365853664e-10,0.0168
12.1342,3.3488313008130143e-10,0.0175
12.331,3.356006097560982e-10,0.0236
12.5278,3.3368191056910627e-10,0.0178
12.7246,3.4661788617885927e-10,0.0181
12.9214,3.417825203252039e-10,0.0152
13.1182,3.6256758130081363e-10,0.0181
13.315,3.732007113821145e-10,0.0135
13.5118,3.8881605691056983e-10,0.0146
13.7086,4.006834349593467e-10,0.013
13.9054,4.159745934959357e-10,0.0171
14.1022,4.299405487804886e-10,0.0216
14.299,4.287032520325211e-10,0.0126
14.4958,4.422647357723585e-10,0.0126
14.6926,4.5854776422763893e-10,0.0116
14.8894,4.891239837398382e-10,0.0144
15.0862,4.995868902439033e-10,0.015
15.283,5.117835365853667e-10,0.0124
15.4798,5.236382113821147e-10,0.0131
15.6766,5.423069105691018e-10,0.0129
15.8734,5.563821138211392e-10,0.0114
16.0702,5.95579268292684e-10,0.0111
16.267,6.44283536585367e-10,0.0128
16.4638,6.679674796747979e-10,0.0118
16.6606,6.696697154471557e-10,0.0091
16.8574,6.847510162601639e-10,0.01
17.0542,6.880284552845416e-10,0.0097
17.251,6.866209349593509e-10,0.009
17.4478,7.158943089430907e-10,0.0112
17.6446,7.301829268292697e-10,0.012
17.8414,7.372002032520338e-10,0.0078
18.0382,7.637804878048794e-10,0.0084
18.235,8.025711382113836e-10,0.0092
18.4318,8.229878048780503e-10,0.0082
18.6286,8.489684959349609e-10,0.009
18.8254,8.482418699187007e-10,0.0074
19.0222,8.702235772357583e-10,0.0089
19.219,8.533536585365868e-10,0.0084
19.4158,8.441819105691072e-10,0.0077
19.6126,8.193902439024406e-10,0.009
19.8094,8.022967479674812e-10,0.0078
20.0062,8.035467479674811e-10,0.0081
20.203,7.857672764227657e-10,0.0086
20.3998,7.767682926829282e-10,0.0088
20.5966,7.717225609756112e-10,0.0092
20.7934,7.683892276422777e-10,0.0089
20.9902,7.436331300812887e-10,0.0078
21.187,7.434298780487819e-10,0.0077
21.3838,7.267479674796761e-10,0.0077
21.5806,7.305436991869932e-10,0.009
21.7774,7.195020325203265e-10,0.0083
21.9742,7.278150406504078e-10,0.0097
22.171,7.270223577235785e-10,0.0073
22.3678,7.481656504065054e-10,0.009
22.5646,7.56021341463416e-10,0.0081
22.7614,7.402540650406517e-10,0.0068
22.9582,7.359146341463294e-10,0.0078
23.155,7.330386178861802e-10,0.0092
23.3518,7.143546747967493e-10,0.0084
23.5486,6.862906504065052e-10,0.0083
23.7454,6.506808943089443e-10,0.0081
23.9422,6.268546747967491e-10,0.0091
24.139,5.957063008130092e-10,0.0094
24.3358,5.686636178861799e-10,0.0093
24.5326,5.384502032520335e-10,0.0087
24.7294,5.127997967479684e-10,0.009
24.9262,4.831671747967401e-10,0.0096
25.123,4.5971189024390325e-10,0.0095
25.3198,4.303109756097569e-10,0.0098
25.5166,4.0585010162601703e-10,0.0111
25.7134,3.7808536585365925e-10,0.011
25.9102,3.58338414634147e-10,0.0132
26.107,3.347601626016267e-10,0.0125
26.3038,3.0119512195122004e-10,0.0124
26.5006,2.8053150406504116e-10,0.0144
26.6974,2.599415650406509e-10,0.0133
26.8942,2.364176829268254e-10,0.0153
27.091,2.195040650406508e-10,0.0186
27.2878,2.0633536585365889e-10,0.0201
27.4846,1.8917073170731743e-10,0.0203
