Time,Value,Error
0s,1.5245596375e-09,0.39533117762200337
2.7h,6.097614940500001e-23,0.39533117762200337
24h,0.0,0.0
11.6d,0.0,0.0
30d,0.0,0.0
10y,0.0,0.0
