User,Time,Value,Error
-40094.0,0s,0.00857932,0.0056
-40094.0,2.7h,0.00856857,0.0056
-40094.0,24h,0.00848694,0.0056
-40094.0,11.6d,0.00756895,0.0056
-40094.0,30d,0.00620017,0.0056
-40094.0,10y,6.19536e-20,0.0056
-51121.0,0s,0.385781,0.0006
-51121.0,2.7h,0.374488,0.0006
-51121.0,24h,0.298442,0.0006
-51121.0,11.6d,0.0197721,0.0006
-51121.0,30d,0.000174547,0.0006
-51121.0,10y,0.0,0.0
-51123.0,0s,0.930209,0.0006
-51123.0,2.7h,0.92897,0.0006
-51123.0,24h,0.919558,0.0006
-51123.0,11.6d,0.814122,0.0006
-51123.0,30d,0.658455,0.0006
-51123.0,10y,5.40471e-19,0.0006
-55133.0,0s,5.37209,0.0002
-55133.0,2.7h,5.37151,0.0002
-55133.0,24h,5.36715,0.0002
-55133.0,11.6d,5.31523,0.0002
-55133.0,30d,5.22595,0.0002
-55133.0,10y,0.188175,0.0002
-56132.0,0s,0.00143158,0.0067
-56132.0,2.7h,0.00143155,0.0067
-56132.0,24h,0.00143132,0.0067
-56132.0,11.6d,0.0014286,0.0067
-56132.0,30d,0.00142386,0.0067
-56132.0,10y,0.000742536,0.0067
-56134.0,0s,0.000109101,0.1492
-56134.0,2.7h,0.000109099,0.1492
-56134.0,24h,0.000109081,0.1492
-56134.0,11.6d,0.000108874,0.1492
-56134.0,30d,0.000108513,0.1492
-56134.0,10y,5.65889e-05,0.1492
-57139.0,0s,6.86233,0.0003
-57139.0,2.7h,6.5421,0.0003
-57139.0,24h,4.54098,0.0003
-57139.0,11.6d,0.0576738,0.0003
-57139.0,30d,2.86281e-05,0.0003
-57139.0,10y,0.0,0.0
-58140.0,0s,0.000202325,0.5229
-58140.0,2.7h,0.000192883,0.5229
-58140.0,24h,0.000133883,0.5229
-58140.0,11.6d,1.70042e-06,0.5229
-58140.0,30d,8.44054e-10,0.5229
-58140.0,10y,0.0,0.0
-8016.0,0s,27807.8,0.0002
-8016.0,2.7h,0.0,0.0
-8016.0,24h,0.0,0.0
-8016.0,11.6d,0.0,0.0
-8016.0,30d,0.0,0.0
-8016.0,10y,0.0,0.0
-90232.0,0s,0.361015,0.0006
-90232.0,2.7h,0.359944,0.0006
-90232.0,24h,0.351866,0.0006
-90232.0,11.6d,0.268223,0.0006
-90232.0,30d,0.167141,0.0006
-90232.0,10y,8.19265e-42,0.0006
