User,Time,Value,Error
0.0,0s,0.0,0.0
0.0,2.7h,0.0,0.0
0.0,24h,0.0,0.0
0.0,11.6d,0.0,0.0
0.0,30d,0.0,0.0
0.0,10y,0.0,0.0
-11023.0,0s,1541.13,0.0
-11023.0,2.7h,1355.02,0.0
-11023.0,24h,506.916,0.0
-11023.0,11.6d,0.0365671,0.0178
-11023.0,30d,0.0321651,0.0199
-11023.0,10y,0.00230359,0.0199
-12024.0,0s,62.5879,0.0008
-12024.0,2.7h,55.0296,0.0008
-12024.0,24h,20.5858,0.0008
-12024.0,11.6d,0.000161109,0.0008
-12024.0,30d,2.03631e-13,0.0008
-12024.0,10y,0.0,0.0
-12025.0,0s,0.0276577,0.0423
-12025.0,2.7h,0.0243177,0.0423
-12025.0,24h,0.00909692,0.0423
-12025.0,11.6d,7.11944e-08,0.0423
-12025.0,30d,8.99848e-17,0.0423
-12025.0,10y,0.0,0.0
-13027.0,0s,14407.2,0.0
-13027.0,2.7h,111.473,0.0006
-13027.0,24h,41.7005,0.0006
-13027.0,11.6d,0.00032671,0.0006
-13027.0,30d,3.52891e-07,0.0231
-13027.0,10y,3.52887e-07,0.0231
-14028.0,0s,16710.8,0.0002
-14028.0,2.7h,6.84094e-19,0.0002
-14028.0,24h,0.0,0.0
-14028.0,11.6d,0.0,0.0
-14028.0,30d,0.0,0.0
-14028.0,10y,0.0,0.0
-14030.0,0s,0.107851,0.0031
-14030.0,2.7h,0.0517203,0.0031
-14030.0,24h,0.000188476,0.0031
-14030.0,11.6d,1.30774e-33,0.0031
-14030.0,30d,2.02195e-84,0.0031
-14030.0,10y,0.0,0.0
-15031.0,0s,11.5534,0.0053
-15031.0,2.7h,4.72967e-22,0.0053
-15031.0,24h,0.0,0.0
-15031.0,11.6d,0.0,0.0
-15031.0,30d,0.0,0.0
-15031.0,10y,0.0,0.0
-17037.0,0s,6.51202,0.0006
-17037.0,2.7h,0.291898,0.0006
-17037.0,24h,1.45483e-11,0.0006
-17037.0,11.6d,0.0,0.0
-17037.0,30d,0.0,0.0
-17037.0,10y,0.0,0.0
-19041.0,0s,15.1221,0.0002
-19041.0,2.7h,12.9404,0.0002
-19041.0,24h,3.93552,0.0002
-19041.0,11.6d,2.59002e-06,0.0002
-19041.0,30d,4.37865e-17,0.0002
-19041.0,10y,0.0,0.0
-20040.0,0s,1.82154e-05,0.094
-20040.0,2.7h,1.81737e-05,0.094
-20040.0,24h,1.78585e-05,0.094
-20040.0,11.6d,1.44872e-05,0.094
-20040.0,30d,1.00613e-05,0.094
-20040.0,10y,8.56259e-37,0.094
-20042.0,0s,1.3656,0.0044
-20042.0,2.7h,1.16858,0.0044
-20042.0,24h,0.355397,0.0044
-20042.0,11.6d,2.33891e-07,0.0044
-20042.0,30d,3.95414e-18,0.0044
-20042.0,10y,0.0,0.0
-20043.0,0s,0.150194,0.0082
-20043.0,2.7h,0.13767,0.0082
-20043.0,24h,0.0708313,0.0082
-20043.0,11.6d,2.55748e-05,0.0082
-20043.0,30d,2.57825e-11,0.0082
-20043.0,10y,0.0,0.0
-20044.0,0s,0.00220739,0.0813
-20044.0,2.7h,0.00202401,0.0813
-20044.0,24h,0.00104338,0.0813
-20044.0,11.6d,3.77783e-07,0.0813
-20044.0,30d,3.80853e-13,0.0813
-20044.0,10y,0.0,0.0
-20046.0,0s,0.775976,0.0009
-20046.0,2.7h,0.762377,0.0009
-20046.0,24h,0.666051,0.0009
-20046.0,11.6d,0.132439,0.0009
-20046.0,30d,0.00793645,0.0009
-20046.0,10y,0.0,0.0
-20048.0,0s,1.08226,0.0048
-20048.0,2.7h,1.06329,0.0048
-20048.0,24h,0.928945,0.0048
-20048.0,11.6d,0.184713,0.0048
-20048.0,30d,0.011069,0.0048
-20048.0,10y,0.0,0.0
-21045.0,0s,7.98738,0.0003
-21045.0,2.7h,7.97974,0.0003
-21045.0,24h,7.92158,0.0003
-21045.0,11.6d,7.25806,0.0003
-21045.0,30d,6.23189,0.0003
-21045.0,10y,6.36121e-13,0.0003
-22046.0,0s,0.269931,0.0068
-22046.0,2.7h,0.269651,0.0068
-22046.0,24h,0.267661,0.0068
-22046.0,11.6d,0.245241,0.0068
-22046.0,30d,0.210568,0.0068
-22046.0,10y,2.14938e-14,0.0068
-22047.0,0s,0.00501151,0.0398
-22047.0,2.7h,0.00492999,0.0403
-22047.0,24h,0.0043665,0.0441
-22047.0,11.6d,0.00179098,0.0928
-22047.0,30d,0.00127972,0.1114
-22047.0,10y,1.29931e-16,0.112
-22048.0,0s,0.49467,0.0064
-22048.0,2.7h,0.473335,0.0064
-22048.0,24h,0.337974,0.0064
-22048.0,11.6d,0.00602193,0.0064
-22048.0,30d,5.46354e-06,0.008
-22048.0,10y,0.0,0.0
-22049.0,0s,2.11551e-05,0.5791
-22049.0,2.7h,2.02426e-05,0.5791
-22049.0,24h,1.44536e-05,0.5791
-22049.0,11.6d,2.57401e-07,0.5791
-22049.0,30d,2.30272e-10,0.5791
-22049.0,10y,0.0,0.0
-23051.0,0s,134.182,0.0002
-23051.0,2.7h,0.00236427,0.0897
-23051.0,24h,0.00168813,0.0897
-23051.0,11.6d,3.00636e-05,0.0897
-23051.0,30d,2.68951e-08,0.0897
-23051.0,10y,0.0,0.0
-24050.0,0s,0.0149074,0.0036
-24050.0,2.7h,0.0148643,0.0036
-24050.0,24h,0.014539,0.0036
-24050.0,11.6d,0.0111591,0.0036
-24050.0,30d,0.00703721,0.0036
-24050.0,10y,3.59187e-42,0.0036
-24052.0,0s,0.122726,0.044
-24052.0,2.7h,1.35668e-05,0.7586
-24052.0,24h,1.32699e-05,0.7586
-24052.0,11.6d,1.0185e-05,0.7586
-24052.0,30d,6.42295e-06,0.7586
-24052.0,10y,3.27834e-45,0.7586
-24053.0,0s,0.00619516,0.2373
-24053.0,2.7h,6.64527e-34,0.2373
-24053.0,24h,0.0,0.0
-24053.0,11.6d,0.0,0.0
-24053.0,30d,0.0,0.0
-24053.0,10y,0.0,0.0
-24054.0,0s,0.000598419,0.7168
-24054.0,2.7h,2.10481e-64,0.7168
-24054.0,24h,0.0,0.0
-24054.0,11.6d,0.0,0.0
-24054.0,30d,0.0,0.0
-24054.0,10y,0.0,0.0
-25055.0,0s,124.764,0.0001
-25055.0,2.7h,59.1694,0.0001
-25055.0,24h,0.218707,0.0024
-25055.0,11.6d,0.0196124,0.0259
-25055.0,30d,0.0188262,0.0259
-25055.0,10y,6.13567e-06,0.0259
-26054.0,0s,1.65697,0.0018
-26054.0,2.7h,1.65654,0.0018
-26054.0,24h,1.65323,0.0018
-26054.0,11.6d,1.61426,0.0018
-26054.0,30d,1.54881,0.0018
-26054.0,10y,0.000504814,0.0018
-26056.0,0s,14.0014,0.0017
-26056.0,2.7h,6.64294,0.0017
-26056.0,24h,0.0223083,0.0017
-26056.0,11.6d,7.29889e-07,0.5881
-26056.0,30d,7.20616e-07,0.5881
-26056.0,10y,5.86248e-08,0.5881
-26057.0,0s,0.00238131,0.1472
-26057.0,2.7h,0.00112981,0.1472
-26057.0,24h,3.794e-06,0.1472
-26057.0,11.6d,9.90419e-36,0.1472
-26057.0,30d,2.78787e-87,0.1472
-26057.0,10y,0.0,0.0
-26058.0,0s,2.76766,0.0004
-26058.0,2.7h,2.76268,0.0004
-26058.0,24h,2.72488,0.0004
-26058.0,11.6d,2.31105,0.0004
-26058.0,30d,1.73441,0.0004
-26058.0,10y,5.97827e-25,0.0004
-27059.0,0s,7.5715,0.0002
-27059.0,2.7h,7.5708,0.0002
-27059.0,24h,7.56801,0.0002
-27059.0,11.6d,7.53897,0.0002
-27059.0,30d,7.48872,0.0002
-27059.0,10y,2.03679,0.0002
-29063.0,0s,0.296823,0.0029
-29063.0,2.7h,0.249193,0.0012
-29063.0,24h,0.0791184,0.0016
-29063.0,11.6d,0.00125069,0.0749
-29063.0,30d,0.00124235,0.0749
-29063.0,10y,0.000337969,0.0749
-29065.0,0s,0.258551,0.0049
-29065.0,2.7h,0.000500265,0.1646
-29065.0,24h,9.95736e-05,0.1928
-29065.0,11.6d,9.56605e-11,0.1938
-29065.0,30d,3.15614e-21,0.1938
-29065.0,10y,0.0,0.0
-30064.0,0s,0.369714,0.0012
-30064.0,2.7h,0.368698,0.0011
-30064.0,24h,0.364032,0.001
-30064.0,11.6d,0.351598,0.001
-30064.0,30d,0.333677,0.001
-30064.0,10y,1.16139e-05,0.001
-30066.0,0s,0.00207288,0.096
-30066.0,2.7h,0.00207219,0.096
-30066.0,24h,0.002067,0.096
-30066.0,11.6d,0.00200587,0.096
-30066.0,30d,0.00190363,0.096
-30066.0,10y,6.62574e-08,0.096
-31071.0,0s,16.0854,0.0003
-31071.0,2.7h,14.0316,0.0003
-31071.0,24h,4.94158,0.0003
-31071.0,11.6d,1.87918e-05,0.0003
-31071.0,30d,6.75285e-15,0.0003
-31071.0,10y,0.0,0.0
-39089.0,0s,0.01335,0.0445
-39089.0,2.7h,0.0133399,0.0445
-39089.0,24h,0.0132635,0.0445
-39089.0,11.6d,0.0123824,0.0445
-39089.0,30d,0.0109846,0.0445
-39089.0,10y,6.79893e-13,0.0445
-40090.0,0s,0.00132939,0.1263
-40090.0,2.7h,0.00129713,0.1263
-40090.0,24h,0.00107521,0.1263
-40090.0,11.6d,0.000114031,0.1263
-40090.0,30d,2.28535e-06,0.1263
-40090.0,10y,0.0,0.0
