Time,Value,Error
0s,0.00564256,0.0001
2.7h,0.00267711,0.0001
24h,8.98997e-06,0.0001
11.6d,2.34682e-35,0.0001
30d,6.60592e-87,0.0001
10y,0.0,0.0
