Time,User,Value,Error
0s,-878953.0,2017.2683458549998,0.00014867018532855139
2.7h,-878953.0,949.5968416180001,9.841734159783042e-05
24h,-878953.0,199.60648091804399,0.00024264411827403887
11.6d,-878953.0,178.63048749609104,0.0002523166315483613
30d,-878953.0,169.3002652166178,0.0002537309946081575
10y,-878953.0,32.300866866075,0.0003008888074897777
