Time,User,Value,Error
0s,-323694.0,499.75492507491396,0.00021746285415460084
2.7h,-323694.0,29.514123395995,0.00015861114325340042
24h,-323694.0,10.520144469076042,0.00016490536060167734
11.6d,-323694.0,0.52271488262143,0.0004962437311501425
30d,-323694.0,0.4996593761943222,0.0004976557497074322
10y,-323694.0,0.0001620074283,0.0005003307535571373
