Time,Value,Error
0s,1.0461355902000001e-08,0.027467981360121827
2.7h,4.9673229006e-09,0.027863416875896607
24h,1.1553624882e-09,0.04509124083455677
11.6d,9.783124429e-10,0.04962025795982926
30d,9.171685962000001e-10,0.052612736100681935
10y,1.6667553587e-10,0.1019292401619869
