Time,Value,Error
0s,6.2406445751e-08,0.00014887877546954507
2.7h,6.1312831795e-08,0.0001488787842666308
24h,5.3565975770999994e-08,0.00014887880674377215
11.6d,1.0651169529799999e-08,0.00014887879199802388
30d,6.382745089100001e-10,0.00014887882256914547
10y,0.0,
