Time,Value,Error
0s,5.9075e-10,0.0171
2.7h,5.89399e-10,0.0171
24h,5.79176e-10,0.0171
11.6d,4.6984e-10,0.0171
30d,3.26302e-10,0.0171
10y,2.77697e-41,0.0171
