Time,User,Value,Error
0s,-1689881.0,205.1888696158546,0.00040420399890617106
2.7h,-1689881.0,186.45508407427482,0.0002022975114768526
24h,-1689881.0,100.78447521158267,0.0002062438407541252
11.6d,-1689881.0,0.4201018779776602,0.011544751535461169
30d,-1689881.0,0.32121985189642066,0.013481274138073807
10y,-1689881.0,0.008651746090824888,0.013761798152629708
