Time,User,Value,Error
0s,-878953.0,2017.2683458549998,0.7586992157634013
2.7h,-878953.0,949.5968416180001,0.7738276229238653
24h,-878953.0,199.60648091804399,0.7922610428387856
11.6d,-878953.0,178.63048749609104,1.2156005347152492
30d,-878953.0,169.3002652166178,1.2888202628760923
10y,-878953.0,32.300866866075,1.261158669636775
