Energy,Time,Value,Error
0.01,0s,6.37015e-14,0.0368
0.01,2.7h,7.97284e-15,0.0275
0.01,24h,3.1971e-15,0.0266
0.01,11.6d,1.02399e-15,0.0478
0.01,30d,9.64384e-16,0.0487
0.01,10y,1.47711e-17,0.1118
0.02,0s,4.72942e-15,0.0941
0.02,2.7h,5.0866e-16,0.0883
0.02,24h,1.77442e-16,0.0868
0.02,11.6d,2.75193e-17,0.2305
0.02,30d,2.63283e-17,0.2312
0.02,10y,8.51589e-21,0.2329
0.05,0s,1.03446e-10,0.0008
0.05,2.7h,1.20868e-11,0.0006
0.05,24h,4.32546e-12,0.0007
0.05,11.6d,6.81156e-13,0.0015
0.05,30d,6.51376e-13,0.0015
0.05,10y,2.11115e-16,0.0015
0.1,0s,2.51921e-10,0.0005
0.1,2.7h,2.88569e-11,0.0004
0.1,24h,1.03286e-11,0.0004
0.1,11.6d,1.55922e-12,0.001
0.1,30d,1.49116e-12,0.001
0.1,10y,4.83378e-16,0.001
0.2,0s,2.20971e-10,0.0005
0.2,2.7h,2.45877e-11,0.0004
0.2,24h,8.79917e-12,0.0005
0.2,11.6d,1.24639e-12,0.0011
0.2,30d,1.19198e-12,0.0011
0.2,10y,3.86379e-16,0.0011
0.3,0s,1.12658e-10,0.0007
0.3,2.7h,1.25468e-11,0.0006
0.3,24h,4.49574e-12,0.0006
0.3,11.6d,6.53437e-13,0.0015
0.3,30d,6.25043e-13,0.0015
0.3,10y,2.02664e-16,0.0015
0.4,0s,8.49396e-11,0.0008
0.4,2.7h,9.4388e-12,0.0007
0.4,24h,3.37558e-12,0.0007
0.4,11.6d,4.64421e-13,0.0016
0.4,30d,4.44073e-13,0.0016
0.4,10y,1.43906e-16,0.0016
0.6,0s,1.38281e-10,0.0007
0.6,2.7h,1.43708e-11,0.0005
0.6,24h,5.13333e-12,0.0005
0.6,11.6d,6.34682e-13,0.0012
0.6,30d,6.07608e-13,0.0012
0.6,10y,1.97379e-16,0.0012
0.8,0s,8.81419e-11,0.0007
0.8,2.7h,9.83817e-12,0.0005
0.8,24h,3.51823e-12,0.0005
0.8,11.6d,4.47699e-13,0.0013
0.8,30d,4.28631e-13,0.0013
0.8,10y,1.39239e-16,0.0013
1.0,0s,6.87132e-11,0.0007
1.0,2.7h,8.24469e-12,0.0005
1.0,24h,2.99554e-12,0.0005
1.0,11.6d,6.2696e-13,0.0012
1.0,30d,6.0099e-13,0.0012
1.0,10y,1.95508e-16,0.0012
1.22,0s,5.95646e-11,0.0007
1.22,2.7h,6.07096e-12,0.0006
1.22,24h,2.13274e-12,0.0006
1.22,11.6d,2.80499e-15,0.0055
1.22,30d,1.74859e-15,0.0028
1.22,10y,1.02498e-20,0.0388
1.44,0s,5.5778e-11,0.0006
1.44,2.7h,9.21515e-12,0.0005
1.44,24h,3.32828e-12,0.0005
1.44,11.6d,2.46322e-15,0.009
1.44,30d,1.13679e-15,0.0054
1.44,10y,8.06219e-21,0.0423
1.66,0s,4.40232e-11,0.0008
1.66,2.7h,2.85817e-12,0.0008
1.66,24h,9.57089e-13,0.0009
1.66,11.6d,9.58184e-18,0.0085
1.66,30d,1.59048e-18,0.0385
1.66,10y,8.11186e-21,0.0417
2.0,0s,1.22892e-10,0.0005
2.0,2.7h,4.40607e-12,0.0007
2.0,24h,1.33081e-12,0.0007
2.0,11.6d,1.11206e-17,0.0446
2.0,30d,6.51905e-20,0.456
2.0,10y,2.29405e-20,0.0255
2.5,0s,2.88192e-11,0.001
2.5,2.7h,5.22707e-12,0.0006
2.5,24h,1.78646e-12,0.0006
2.5,11.6d,1.39692e-17,0.0006
2.5,30d,2.74121e-23,0.7067
2.5,10y,2.73942e-23,0.7072
3.0,0s,3.7484e-11,0.0007
3.0,2.7h,1.51576e-11,0.0004
3.0,24h,5.63943e-12,0.0004
3.0,11.6d,4.41333e-17,0.0004
3.0,30d,1.09762e-22,0.3542
3.0,10y,1.09705e-22,0.3544
4.0,0s,3.40445e-11,0.001
4.0,2.7h,2.90404e-14,0.0081
4.0,24h,6.91894e-15,0.0105
4.0,11.6d,5.38695e-20,0.0106
4.0,30d,6.80872e-29,0.0106
4.0,10y,0.0,0.0
5.0,0s,3.10836e-11,0.0011
5.0,2.7h,0.0,0.0
5.0,24h,0.0,0.0
5.0,11.6d,0.0,0.0
5.0,30d,0.0,0.0
5.0,10y,0.0,0.0
6.5,0s,1.93992e-10,0.0004
6.5,2.7h,0.0,0.0
6.5,24h,0.0,0.0
6.5,11.6d,0.0,0.0
6.5,30d,0.0,0.0
6.5,10y,0.0,0.0
8.0,0s,1.47028e-11,0.0016
8.0,2.7h,0.0,0.0
8.0,24h,0.0,0.0
8.0,11.6d,0.0,0.0
8.0,30d,0.0,0.0
8.0,10y,0.0,0.0
10.0,0s,2.78766e-13,0.0115
10.0,2.7h,0.0,0.0
10.0,24h,0.0,0.0
10.0,11.6d,0.0,0.0
10.0,30d,0.0,0.0
10.0,10y,0.0,0.0
12.0,0s,0.0,0.0
12.0,2.7h,0.0,0.0
12.0,24h,0.0,0.0
12.0,11.6d,0.0,0.0
12.0,30d,0.0,0.0
12.0,10y,0.0,0.0
14.0,0s,0.0,0.0
14.0,2.7h,0.0,0.0
14.0,24h,0.0,0.0
14.0,11.6d,0.0,0.0
14.0,30d,0.0,0.0
14.0,10y,0.0,0.0
20.0,0s,0.0,0.0
20.0,2.7h,0.0,0.0
20.0,24h,0.0,0.0
20.0,11.6d,0.0,0.0
20.0,30d,0.0,0.0
20.0,10y,0.0,0.0
