Time,Value,Error
0s,8.63046e-07,0.0042
2.7h,8.61414e-07,0.0042
24h,8.49045e-07,0.0042
11.6d,7.14203e-07,0.0042
30d,5.28373e-07,0.0042
10y,1.09464e-32,0.0042
